,sequence_number,gold_difference,team_win,herald_difference,dragon_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
0,1,9038.0,1,2,-1.0,0.0,12.4,-3.0,11.67,3.4,2.0,-1.0
1,2,4860.0,0,2,-2.0,2.83,0.5,-1.0,1.0,-2.0,-1.0,0.0
2,3,4552.0,1,0,-1.0,1.5,-0.1699999999999999,1.0,0.6699999999999999,2.0,-1.0,1.0
3,4,-608.0,1,1,0.0,-1.5,0.5700000000000001,1.0,-0.8300000000000001,-3.83,3.0,0.0
4,5,-6015.0,0,-2,1.0,2.0,-5.0,0.0,-5.5,-6.0,0.0,1.0
5,6,-5084.0,0,-2,-1.0,0.92,-1.42,-1.0,-5.75,-10.0,-1.0,-2.0
6,7,3634.0,0,0,-2.0,7.67,1.25,-1.67,3.0,1.0,-1.0,1.0
7,8,-8771.0,0,-1,2.0,-1.5,-4.0,-1.5,-6.33,-5.5,1.0,1.0
8,9,5556.0,1,-1,-2.0,0.0,10.0,1.0,4.5,10.5,-1.0,1.0
9,10,2003.0,1,0,-1.0,-1.75,5.67,3.25,1.0,2.75,0.0,0.0
10,11,-2458.0,0,-2,1.0,-1.5,0.0,-0.1499999999999999,-3.33,-7.33,-1.0,-1.0
11,12,-4146.0,0,-1,-1.0,-3.33,-3.0,1.1,-2.0,0.08,0.0,0.0
12,13,-6686.0,1,-2,-1.0,-0.33,-2.4,-2.0,-2.67,-6.75,1.0,1.0
13,14,-4144.0,0,1,1.0,-7.0,-10.0,-1.5,-9.0,1.0,-1.0,0.0
14,15,-1287.0,0,-2,0.0,-1.0,-1.0,-3.5,-1.5,1.33,0.0,-1.0
15,16,-2686.0,0,-2,1.0,3.0,-1.25,0.0,-5.5,-6.0,-1.0,0.0
16,17,-345.0,0,-2,-1.0,-2.71,2.5,3.0,6.0,7.0,-1.0,0.0
17,18,2348.0,1,1,-1.0,1.0,3.0,0.4,2.5,-0.27,2.0,-1.0
18,19,124.0,1,0,1.0,0.3299999999999999,5.67,2.0,0.0,0.0,-1.0,-1.0
19,20,3330.0,1,2,0.0,5.5,1.42,3.25,-3.0,-3.5,1.0,2.0
20,21,9940.0,1,2,-2.0,3.0,7.6,2.0,13.33,13.71,1.0,2.0
21,22,-4219.0,0,2,2.0,-4.0,-3.5,1.0,-6.0,-2.0,3.0,0.0
22,23,4013.0,1,2,0.0,1.83,4.0,0.0,0.5,4.67,-2.0,0.0
23,24,5604.0,1,2,1.0,3.5,7.5,2.0,6.5,7.0,3.0,1.0
24,25,-7059.0,0,-2,-1.0,-5.0,-3.5,-3.0,0.0,-0.5,0.0,0.0
25,26,-498.0,1,0,-1.0,-3.67,-3.0,1.5,2.0,5.25,1.0,1.0
26,27,9703.0,1,1,0.0,4.0,7.4,4.67,0.0,-2.0,3.0,1.0
27,28,7002.0,1,2,-2.0,3.67,3.8,4.0,1.0,6.0,0.0,1.0
28,29,3243.0,1,2,1.0,-0.6699999999999999,0.5,-0.5800000000000001,-2.33,-4.0,-1.0,0.0
29,30,-3783.0,0,-2,-1.0,-7.0,-4.0,-4.0,2.0,2.33,1.0,1.0
30,31,87.0,1,2,1.0,6.0,-1.0,-0.66,-5.67,-5.5,0.0,0.0
31,32,-1223.0,1,0,2.0,2.5,6.75,-1.0,-1.58,-7.75,1.0,1.0
32,33,4937.0,1,1,2.0,2.33,0.0,2.25,2.5,-0.08,0.0,0.0
33,34,-4006.0,0,-2,1.0,0.1999999999999999,-5.33,-3.33,2.0,3.0,0.0,0.0
34,35,-5247.0,0,-2,-1.0,0.0,-5.0,-2.0,-4.0,-3.0,0.0,2.0
35,36,-2020.0,0,2,2.0,2.5,-4.67,0.5,1.5,-4.5,0.0,0.0
36,37,4192.0,0,2,-1.0,5.83,-5.75,-5.33,0.4499999999999999,0.33,0.0,-2.0
37,38,-4535.0,0,-2,0.0,0.0,-7.2,0.0,-3.0,-4.25,2.0,0.0
38,39,-5240.0,0,-2,2.0,-4.25,0.3500000000000001,-4.67,-5.0,-2.33,-1.0,1.0
39,40,3944.0,1,0,0.0,-1.0,1.25,1.17,-0.33,0.5,2.0,1.0
40,41,3081.0,1,-1,2.0,3.0,0.0,0.1699999999999999,-1.5,-0.1699999999999999,1.0,0.0
41,42,-5036.0,0,-2,-1.0,-2.67,0.5,0.6600000000000001,5.75,1.0,0.0,-1.0
42,43,3136.0,1,0,-1.0,0.5,2.75,7.0,-1.0,-9.17,2.0,0.0
43,44,2613.0,1,-2,-1.0,1.33,5.25,-0.08,3.0,7.5,-3.0,-1.0
44,45,-2999.0,0,0,1.0,-2.0,6.67,-3.17,1.0,1.33,0.0,-1.0
45,46,1389.0,1,0,-2.0,0.0,9.0,2.25,7.25,1.5,0.0,-2.0
46,47,4821.0,1,2,0.0,2.0,1.5,3.67,3.0,4.0,1.0,0.0
47,48,-5725.0,0,-2,2.0,-2.0,-7.75,-3.0,-4.0,-2.08,-1.0,-1.0
48,49,967.0,0,0,2.0,-5.67,3.0,-1.0,2.0,4.0,1.0,0.0
49,50,-18.0,0,0,2.0,-3.5,-2.0,0.5,2.0,2.0,0.0,-2.0
50,51,693.0,1,0,1.0,-2.67,-1.5,-1.0,-2.0,-1.0,1.0,0.0
51,52,-1216.0,1,2,-1.0,1.33,-4.0,-0.5,-3.0,-0.5,1.0,1.0
52,53,-5166.0,0,0,1.0,1.0,-0.8,1.75,-9.25,-9.67,1.0,-1.0
53,54,-9207.0,0,-2,2.0,-6.1,-1.4,-4.6,-4.0,-3.5,0.0,0.0
54,55,-505.0,0,1,2.0,-2.0,-2.0,-3.33,-1.0,1.0,0.0,0.0
55,56,2588.0,1,0,-1.0,3.0,2.35,0.08,3.75,4.0,2.0,0.0
56,57,-4571.0,0,-2,1.0,-3.0,-3.5,-6.8,1.66,4.83,0.0,-2.0
57,58,4851.0,1,0,-1.0,3.0,6.0,2.0,7.0,7.0,1.0,0.0
58,59,3006.0,1,-2,1.0,4.0,2.0,0.5,0.4,2.67,-2.0,0.0
59,60,-2952.0,0,1,0.0,0.83,-2.0,1.0,-8.8,-4.9,1.0,0.0
60,61,3346.0,1,0,0.0,-2.0,0.5,2.0,-0.6699999999999999,0.0,1.0,1.0
61,62,3817.0,1,2,-1.0,6.5,3.25,3.8,-9.0,-7.17,-2.0,0.0
62,63,1441.0,1,2,2.0,1.0,-1.5,-5.67,2.66,1.33,-1.0,-1.0
63,64,3725.0,0,2,1.0,-3.0,-1.34,2.5,-3.0,-0.33,-1.0,0.0
64,65,2544.0,1,-2,2.0,2.0,3.0,6.0,4.0,4.0,1.0,0.0
65,66,-2154.0,0,-2,-1.0,3.0,-1.25,-4.5,-3.75,2.0,2.0,-1.0
66,67,-2747.0,0,-2,2.0,1.0,-9.0,-1.33,-1.0,-5.33,-4.0,0.0
67,68,-1940.0,0,0,1.0,0.25,-3.0,0.0,-2.24,-7.33,0.0,-1.0
68,69,1401.0,0,2,1.0,0.5,1.33,-2.0,-0.5,-4.25,1.0,1.0
69,70,8883.0,1,1,-1.0,3.21,3.0,6.67,-2.0,-1.0,-1.0,0.0
70,71,553.0,1,-1,0.0,1.5,0.0,2.0,0.0,-0.1699999999999999,0.0,-1.0
71,72,2934.0,1,0,-1.0,3.0,3.0,-1.0,-3.67,4.33,0.0,1.0
72,73,-6493.0,0,-2,1.0,-9.0,-3.0,-1.5,3.0,6.67,-3.0,-1.0
73,74,3525.0,1,0,-1.0,2.93,6.75,-5.5,1.0,5.0,-1.0,0.0
74,75,2435.0,1,2,-2.0,1.5,-0.5,-1.33,-0.33,-5.0,0.0,-1.0
75,76,-2992.0,0,0,2.0,-5.8,-0.33,-7.75,2.67,-3.5,2.0,1.0
76,77,689.0,0,2,0.0,-0.5800000000000001,-1.0,3.0,2.0,1.5,0.0,-1.0
77,78,-3997.0,0,-2,-2.0,-5.0,-2.5,5.0,-2.0,4.67,2.0,1.0
78,79,2715.0,1,2,2.0,3.0,7.5,-0.33,0.6600000000000001,3.25,0.0,1.0
79,80,-4361.0,1,-2,0.0,-8.8,-6.5,0.5,3.33,-4.0,0.0,2.0
80,81,4472.0,1,2,-1.0,-1.33,4.33,8.0,3.0,2.17,1.0,-1.0
81,82,2697.0,1,2,-1.0,8.67,5.5,1.0,-6.0,-5.0,0.0,-1.0
82,83,-330.0,1,1,-1.0,0.65,1.76,8.0,1.0,-2.0,-1.0,-1.0
83,84,7288.0,1,2,-2.0,2.0,6.0,4.0,5.33,6.0,-2.0,1.0
84,85,-2650.0,0,-2,0.0,-0.5,-3.0,1.0,-1.0,-1.0,0.0,0.0
85,86,-6385.0,0,-1,0.0,-4.33,-2.2,-1.17,-1.1,-3.3,-1.0,0.0
86,87,777.0,0,0,1.0,-3.0,1.0,-1.5,6.0,2.33,1.0,0.0
87,88,4372.0,0,1,1.0,2.0,0.0,-1.0,-1.93,2.5,-2.0,-2.0
88,89,12886.0,1,1,-1.0,3.0,-1.0,0.0,2.75,3.0,-4.0,-1.0
89,90,5277.0,1,0,-1.0,2.17,4.5,1.5,6.8,5.0,-2.0,-1.0
90,91,-2620.0,0,0,2.0,2.0,-4.5,-8.0,-0.1699999999999999,-3.9,-1.0,1.0
91,92,-6614.0,0,-1,1.0,-6.75,-3.5,-2.0,0.0,-3.0,0.0,0.0
92,93,2211.0,1,0,1.0,5.0,1.67,3.5,-1.17,3.0,0.0,1.0
93,94,-10260.0,0,-1,1.0,-3.0,-8.0,-2.5,-2.0,-9.25,0.0,-2.0
94,95,5591.0,1,2,0.0,4.0,2.0,-1.33,0.33,2.0,3.0,1.0
95,96,-391.0,0,0,0.0,4.75,6.5,1.75,-3.4,-3.5,-2.0,0.0
96,97,-532.0,1,0,-2.0,2.1,-2.17,-1.5,1.5,1.0,0.0,-1.0
97,98,3385.0,1,2,2.0,-1.08,5.33,1.33,-3.0,-3.0,0.0,0.0
98,99,-242.0,1,2,0.0,-2.33,-3.0,-2.0,-2.0,-2.0,1.0,0.0
99,100,-10221.0,0,-2,2.0,-1.33,-2.25,-4.0,-9.2,-4.5,1.0,0.0
100,101,-6812.0,0,1,1.0,-0.53,-7.25,-0.8300000000000001,-2.5,1.0,-2.0,-1.0
101,102,263.0,0,0,-1.0,1.0,3.0,-1.25,0.5,0.0,-1.0,1.0
102,103,-16.0,0,2,0.0,-4.0,1.67,4.0,-6.75,-6.5,-2.0,-1.0
103,104,-2241.0,0,-2,1.0,-0.6699999999999999,-1.75,-2.0,2.0,4.67,-2.0,0.0
104,105,-7908.0,0,0,0.0,-3.33,-3.33,-3.5,-4.5,-2.67,-1.0,0.0
105,106,-1494.0,0,-2,2.0,0.5,-0.5,4.5,2.33,0.0,1.0,0.0
106,107,3469.0,1,2,0.0,5.75,0.6600000000000001,1.0,0.6000000000000001,-4.0,1.0,-1.0
107,108,-496.0,1,0,0.0,-0.6699999999999999,5.0,-2.0,9.5,10.0,0.0,0.0
108,109,1869.0,1,0,1.0,2.07,5.0,-1.5,0.08,-3.5,0.0,1.0
109,110,-8262.0,0,0,1.0,-3.67,-5.0,-8.57,-5.75,1.0,0.0,0.0
110,111,-479.0,1,-2,0.0,-3.5,-3.0,-1.5,5.67,5.0,-1.0,-1.0
111,112,93.0,0,-2,1.0,1.17,-5.33,-4.7,1.17,-0.1699999999999999,-1.0,-1.0
112,113,-1063.0,0,-1,-2.0,-3.67,-2.5,0.0,7.0,7.0,0.0,0.0
113,114,-3349.0,1,0,-1.0,4.5,-6.0,1.75,-1.5,-6.0,0.0,0.0
114,115,-67.0,1,2,0.0,0.83,-2.33,0.6000000000000001,0.0,-1.92,0.0,0.0
115,116,6864.0,1,-1,1.0,5.6,5.33,3.0,-2.0,-0.6699999999999999,1.0,1.0
116,117,957.0,0,2,0.0,6.83,3.5,1.0,-2.0,-2.0,0.0,0.0
117,118,-7123.0,0,1,1.0,-1.5,-3.5,-5.75,-2.75,-7.67,1.0,0.0
118,119,-7337.0,0,-2,1.0,-2.0,-2.67,-0.5,-10.0,-3.4,0.0,-1.0
119,120,-561.0,0,2,0.0,2.5,-3.33,-2.67,-1.0,-6.33,0.0,1.0
120,121,7251.0,1,2,-2.0,-0.66,8.0,6.71,7.33,1.34,2.0,1.0
121,122,1550.0,0,1,1.0,1.75,2.33,2.5,-4.0,-3.67,-2.0,1.0
122,123,-7136.0,0,-2,2.0,-1.5,-9.5,-2.67,-2.75,-1.0,-1.0,0.0
123,124,-7592.0,0,2,1.0,-1.33,-1.0,0.5,1.0,3.0,1.0,1.0
124,125,288.0,0,-2,1.0,-1.67,-2.0,-4.75,7.5,6.33,2.0,1.0
125,126,581.0,1,0,1.0,-1.5,-0.33,3.33,2.5,8.33,1.0,0.0
126,127,-2561.0,1,0,1.0,-0.3299999999999999,-10.25,-2.83,-2.0,-3.0,1.0,0.0
127,128,-10832.0,0,-1,2.0,-2.0,-4.33,-7.5,-1.75,-6.0,0.0,0.0
128,129,2088.0,1,2,1.0,5.33,-2.5,-0.5,0.6000000000000001,0.8999999999999999,-2.0,2.0
129,130,-997.0,1,-2,1.0,-1.33,1.17,1.0,3.0,0.1699999999999999,0.0,-1.0
130,131,1680.0,1,-2,-1.0,-0.5,3.0,5.0,-4.33,-4.0,2.0,-2.0
131,132,186.0,1,2,1.0,-1.0,1.0,-1.0,-3.67,0.0,-1.0,1.0
132,133,5477.0,0,2,1.0,0.75,4.25,1.0,-1.33,-1.0,-2.0,-1.0
133,134,-2998.0,0,1,1.0,-1.75,-3.0,-2.0,-5.0,-9.0,1.0,-1.0
134,135,-1087.0,1,0,0.0,-0.1699999999999999,-2.8600000000000003,-1.83,4.0,1.83,2.0,-1.0
135,136,-1794.0,0,2,0.0,0.7300000000000001,1.5,1.0,-8.4,-5.0,1.0,1.0
136,137,2885.0,0,0,-1.0,6.0,0.1699999999999999,1.33,-0.75,-5.9,1.0,2.0
137,138,-1304.0,1,-2,-1.0,1.0,-0.4000000000000001,0.5,0.0,4.67,1.0,1.0
138,139,-710.0,0,-1,0.0,-6.67,-4.9,0.5,7.67,3.9,-2.0,-1.0
139,140,-4112.0,0,-2,1.0,-3.0,1.0,1.47,-2.5,-3.0,0.0,1.0
140,141,-2698.0,0,0,0.0,-4.0,-5.33,2.0,-7.0,0.25,0.0,-1.0
141,142,4641.0,1,0,-2.0,2.67,-1.4,-2.0,13.8,12.25,2.0,0.0
142,143,-1668.0,1,-2,-1.0,-0.6699999999999999,-6.5,1.75,0.0,1.34,0.0,-1.0
143,144,-6739.0,1,-2,0.0,0.3299999999999999,-8.5,-1.0,-4.1,-9.5,0.0,1.0
144,145,-1206.0,1,0,0.0,0.0,2.0,4.5,-3.0,-1.75,3.0,-1.0
145,146,4164.0,1,2,-1.0,2.0,2.0,1.5,0.1999999999999999,-0.33,-1.0,0.0
146,147,1672.0,1,0,0.0,4.8,2.0,1.33,-4.5,-4.5,-1.0,-1.0
147,148,9079.0,1,1,-2.0,4.0,4.5,-1.5,4.0,5.6,4.0,1.0
148,149,-1415.0,0,-2,0.0,1.0,-1.0,-2.5,-0.3399999999999998,0.8300000000000001,0.0,0.0
149,150,-6120.0,0,0,1.0,0.0,-3.4,-6.5,-0.5,-3.17,0.0,1.0
150,151,8605.0,1,2,-1.0,8.67,3.33,7.5,4.0,4.25,-4.0,-1.0
151,152,2212.0,0,-1,0.0,-0.5,0.0,1.0,1.0,1.0,0.0,0.0
152,153,-5296.0,1,0,2.0,-2.83,1.0,-2.5,0.33,-2.83,1.0,1.0
153,154,-889.0,0,-2,1.0,2.1,-3.67,-1.0,-4.0,2.75,2.0,1.0
154,155,3835.0,1,2,-1.0,4.8,3.0,3.5,1.0,1.83,-1.0,1.0
155,156,3072.0,1,-1,-1.0,3.67,6.75,4.67,2.0,3.0,1.0,0.0
156,157,6814.0,1,1,-1.0,0.33,5.4,3.75,3.5,4.0,-1.0,0.0
157,158,-1760.0,1,0,0.0,0.25,-3.0,-1.0,-0.83,-8.0,0.0,0.0
158,159,3689.0,1,2,-1.0,3.0,1.25,-0.5,3.0,0.75,0.0,-1.0
159,160,-4941.0,0,2,1.0,-5.8,-1.17,2.5,-9.8,-9.75,2.0,1.0
160,161,-186.0,0,-1,1.0,-1.75,0.8300000000000001,-2.33,0.0,-2.0,-1.0,0.0
161,162,-2465.0,1,0,-1.0,0.0,-3.67,0.0,0.0,-1.0,0.0,-1.0
162,163,5840.0,1,2,-1.0,9.86,3.0,-0.5,0.0,2.0,-1.0,-2.0
163,164,5654.0,1,1,-1.0,3.0,3.5,6.0,1.0,2.0,0.0,-1.0
164,165,1351.0,1,2,-2.0,3.75,4.0,8.0,-2.5,-1.92,-1.0,2.0
165,166,-2603.0,0,-2,1.0,0.5,-6.67,-4.75,2.17,4.0,-2.0,-1.0
166,167,-6866.0,0,-2,-1.0,-6.33,0.0,-2.67,-10.6,-2.0,-1.0,1.0
167,168,-5268.0,0,0,2.0,-5.0,0.0,-1.0,-5.0,0.0,2.0,0.0
168,169,-2971.0,1,2,2.0,0.0,-4.5,-2.5,-2.0,0.92,1.0,1.0
169,170,2105.0,1,2,-1.0,-1.25,3.33,-1.5,4.5,1.25,1.0,2.0
170,171,-52.0,1,1,-1.0,-2.75,-6.0,3.33,5.0,3.0,-3.0,-1.0
171,172,-867.0,0,1,2.0,-1.5,-7.0,-4.33,1.75,-2.2,2.0,-1.0
172,173,3359.0,1,2,-1.0,-0.5,3.0,7.0,-1.33,-0.6699999999999999,1.0,2.0
173,174,2791.0,1,2,-1.0,6.5,5.5,-1.67,0.5,3.0,0.0,2.0
174,175,-1881.0,0,-2,0.0,0.3299999999999999,3.5,-3.5,4.0,-11.57,0.0,-1.0
175,176,4402.0,1,2,-2.0,2.5,5.0,-1.5,3.25,1.0,-1.0,0.0
176,177,-6545.0,1,2,1.0,-3.0,-7.75,-10.0,-1.42,-2.83,0.0,-1.0
177,178,1248.0,1,2,-1.0,1.33,1.5,3.0,-1.0,-2.5,-1.0,-1.0
178,179,-6773.0,0,2,1.0,0.0,-8.67,-7.5,-7.75,-8.8,-1.0,0.0
179,180,6742.0,1,1,1.0,0.6699999999999999,0.33,0.0,10.0,10.4,1.0,1.0
180,181,5166.0,1,2,-2.0,0.5,-3.33,4.67,8.0,9.75,-1.0,0.0
181,182,774.0,0,0,-1.0,-0.66,-1.0,3.67,5.0,-1.5,1.0,-1.0
182,183,-715.0,1,0,-1.0,2.0,-7.0,-2.0,-2.0,-6.5,-2.0,0.0
183,184,3689.0,1,2,2.0,0.0,2.0,1.5,3.0,2.0,0.0,0.0
184,185,-2328.0,0,0,1.0,2.5,-0.1699999999999999,-2.1,-2.43,-8.25,-1.0,-1.0
185,186,8086.0,1,2,-1.0,2.5,2.1,1.5,7.0,7.0,2.0,1.0
186,187,-492.0,1,0,1.0,-2.67,-4.33,0.5,-0.5,-1.5,0.0,1.0
187,188,4006.0,1,2,0.0,3.33,2.0,1.0,2.75,4.5,-1.0,-1.0
188,189,254.0,0,2,1.0,1.2,-4.75,-1.25,-5.0,-0.1699999999999999,-2.0,0.0
189,190,2420.0,1,2,-1.0,3.33,5.67,-1.25,0.5,-3.5,-2.0,1.0
190,191,-10123.0,0,-1,-1.0,-5.0,-8.2,-5.5,-9.33,-3.9,1.0,0.0
191,192,-2130.0,0,1,0.0,-1.0,-3.0,0.6699999999999999,0.0,0.0,-3.0,-1.0
192,193,-2228.0,1,2,-2.0,0.0,6.0,-0.1999999999999999,-1.5,-2.0,0.0,0.0
193,194,-548.0,0,0,-1.0,1.0,-1.67,1.0,-2.0,-1.5,-1.0,-1.0
194,195,5316.0,1,1,-1.0,2.0,-6.0,0.4499999999999999,2.75,-3.5,1.0,0.0
195,196,-1657.0,1,0,-1.0,0.0,-3.33,0.25,-5.67,0.0,-3.0,0.0
196,197,-2189.0,0,-1,1.0,-3.75,1.0,2.0,-1.5,-10.5,-1.0,1.0
197,198,-2343.0,0,0,1.0,2.4,-2.83,-2.67,-3.5,-2.6,1.0,0.0
198,199,1959.0,1,-1,1.0,2.0,5.5,-2.0,1.75,4.0,2.0,0.0
199,200,-5039.0,0,-2,-1.0,-2.83,-4.0,1.5,-0.5,0.33,0.0,0.0
200,201,-4079.0,0,0,1.0,1.5,-5.33,-4.5,1.67,1.0,-1.0,0.0
201,202,2280.0,0,2,1.0,-1.0,2.0,3.75,1.0,2.0,1.0,-2.0
202,203,4872.0,1,0,0.0,-1.0,3.75,7.25,2.0,2.25,-2.0,0.0
203,204,3222.0,1,2,1.0,5.67,0.0,2.5,-6.33,-6.5,-3.0,0.0
204,205,-8739.0,0,-2,-1.0,-2.0,0.0,-1.93,-5.0,-6.0,0.0,1.0
205,206,-1990.0,0,-1,2.0,-3.5,0.0,1.0,-5.67,-3.5,0.0,1.0
206,207,7240.0,1,2,-2.0,1.83,2.0,7.5,0.3399999999999998,3.0,1.0,0.0
207,208,290.0,0,2,-2.0,7.33,-1.47,-0.5,0.2000000000000001,2.5,1.0,-1.0
208,209,3164.0,1,2,0.0,2.67,-2.0,-2.5,-8.25,0.6600000000000001,0.0,0.0
209,210,-7952.0,0,0,1.0,-4.0,4.0,4.0,-1.33,-3.5,1.0,0.0
210,211,1162.0,0,2,-2.0,-3.75,3.5,-1.0,6.25,2.0,0.0,0.0
211,212,640.0,0,-2,1.0,-2.5,2.0,2.0,-3.33,1.67,0.0,0.0
212,213,3460.0,1,0,0.0,0.0,4.4,0.33,-1.25,0.73,0.0,-1.0
213,214,2356.0,1,0,0.0,-0.33,7.33,1.33,-1.0,-2.0,2.0,0.0
214,215,-1033.0,0,-2,2.0,-2.0,0.5,-1.0,2.0,0.33,0.0,1.0
215,216,3181.0,1,1,-1.0,-4.0,3.0,-1.25,7.67,8.0,1.0,0.0
216,217,-3190.0,0,-1,-1.0,-0.5,2.33,-2.0,-4.25,-2.0,1.0,0.0
217,218,-7036.0,0,-2,-1.0,-8.0,-11.67,-8.71,-3.9,-8.33,1.0,1.0
218,219,4746.0,1,0,1.0,5.33,2.67,5.17,-5.0,-6.25,0.0,-1.0
219,220,5558.0,1,1,-2.0,0.8300000000000001,5.0,2.0,5.0,4.0,-2.0,-1.0
220,221,1542.0,1,-2,2.0,4.25,-2.33,-1.67,-1.08,3.0,-2.0,0.0
221,222,-8570.0,0,-2,-1.0,5.5,-3.0,-1.0,-9.6,-4.25,4.0,1.0
222,223,540.0,1,1,0.0,-1.0,-1.0,-2.0,0.75,1.0,2.0,1.0
223,224,-563.0,0,2,-1.0,0.0,-3.83,1.5,-0.25,-1.25,0.0,0.0
224,225,2161.0,1,2,1.0,0.5,3.5,3.33,1.0,2.75,0.0,-1.0
225,226,1360.0,1,2,1.0,0.0,-3.0,-0.5,-5.33,0.5,1.0,1.0
226,227,-1258.0,0,0,-2.0,-2.0,-2.5,1.0,5.0,1.6,0.0,-1.0
227,228,-8441.0,0,-2,-1.0,-1.67,-6.33,-2.57,-1.4,-5.9,-1.0,0.0
228,229,-1185.0,1,0,1.0,-1.0,-1.5,-4.75,-2.0,-3.0,0.0,1.0
229,230,4450.0,1,0,1.0,4.0,4.0,3.0,6.33,7.33,-1.0,0.0
230,231,5455.0,1,0,-1.0,0.0,3.4,6.5,3.0,5.0,2.0,0.0
231,232,4333.0,1,2,0.0,-1.0,-0.1699999999999999,1.5,0.0,0.0,-1.0,0.0
232,233,-1627.0,0,1,1.0,-1.0,-2.0,0.0,-2.0,2.0,-3.0,1.0
233,234,431.0,1,2,0.0,-3.0,10.6,-0.3399999999999998,-1.0,1.0,0.0,1.0
234,235,-13181.0,0,-1,1.0,-1.0,-4.8,-2.0,-4.0,-1.5,-1.0,1.0
235,236,1404.0,0,0,2.0,-1.0,-2.0,-1.0,4.0,4.0,0.0,0.0
236,237,4345.0,1,0,-2.0,-1.5,5.06,2.92,2.0,11.75,0.0,-2.0
237,238,376.0,1,0,-2.0,-1.0,1.0,5.0,0.3399999999999998,-1.5,2.0,0.0
238,239,-6100.0,0,0,1.0,2.67,-7.67,2.0,-5.36,-13.5,-1.0,-2.0
239,240,-1578.0,0,-2,1.0,-3.0,7.0,1.0,4.2,3.33,1.0,0.0
240,241,-848.0,0,-1,2.0,0.0,-1.5,7.0,-4.5,-1.0,1.0,-1.0
241,242,466.0,0,-2,2.0,-0.92,-2.0,1.17,6.0,0.75,-2.0,-1.0
242,243,7352.0,1,2,-1.0,0.5,4.0,3.67,12.57,5.5,-3.0,-1.0
243,244,-3088.0,1,1,1.0,-2.0,-1.0,-0.8,-3.0,0.0,0.0,0.0
244,245,-1259.0,1,1,1.0,1.0,2.33,3.5,-4.0,-2.0,0.0,1.0
245,246,3483.0,1,2,-2.0,-2.24,1.0,9.8,10.5,12.67,0.0,0.0
246,247,195.0,1,2,-1.0,4.33,-0.1699999999999999,-4.0,-3.67,0.0,-1.0,0.0
247,248,5431.0,1,2,-1.0,6.0,2.83,5.67,-1.0,-2.0,-1.0,-1.0
248,249,-9193.0,0,-1,2.0,0.0,-5.5,-4.0,-5.0,-6.0,3.0,-1.0
249,250,5737.0,1,1,-1.0,1.0,-0.3,-0.33,13.67,12.5,1.0,0.0
250,251,1387.0,1,1,-1.0,3.67,2.5,1.0,2.75,1.5,1.0,0.0
251,252,-8622.0,0,-1,0.0,-6.0,-3.33,-5.5,-2.83,-8.0,2.0,-1.0
252,253,557.0,0,0,0.0,3.33,-2.0,-5.0,1.33,-4.25,1.0,-1.0
253,254,2641.0,1,2,-1.0,0.0,0.0,4.8,-2.5,1.0,2.0,0.0
254,255,-1528.0,0,0,0.0,1.5,2.75,4.5,-1.5,-2.0,0.0,0.0
255,256,372.0,1,-2,-1.0,-3.0,-5.0,-0.5,0.0,1.0,1.0,1.0
256,257,10037.0,1,-2,0.0,-2.5,9.5,4.5,7.75,9.0,1.0,0.0
257,258,-3285.0,0,0,2.0,-3.0,-5.0,-2.0,-6.0,1.0,0.0,1.0
258,259,-4830.0,0,-1,-1.0,-4.75,-1.0,-3.67,-3.0,-2.0,2.0,-2.0
259,260,2893.0,1,2,0.0,0.6699999999999999,4.5,10.0,3.0,4.0,-2.0,-1.0
260,261,-1505.0,0,1,0.0,2.75,-0.5,-6.0,-3.0,0.5,0.0,-2.0
261,262,1892.0,1,-2,-1.0,-0.33,0.5800000000000001,-0.4000000000000001,0.5,1.0,-2.0,-1.0
262,263,4971.0,1,2,-1.0,-2.0,5.5,0.92,1.5,5.67,0.0,1.0
263,264,-5220.0,0,-2,1.0,-4.0,-1.0,3.5,-4.33,0.8300000000000001,0.0,1.0
264,265,851.0,0,0,-2.0,-1.5,-9.25,2.67,-1.25,0.3999999999999999,0.0,-1.0
265,266,-4541.0,0,0,1.0,-4.0,0.92,-1.17,-2.0,-3.0,1.0,0.0
266,267,-5250.0,1,2,0.0,1.3,-4.0,-6.0,-7.0,-3.5,1.0,0.0
267,268,-894.0,0,-2,1.0,5.4,-0.33,-1.0,-0.1699999999999999,-0.5,0.0,0.0
268,269,3950.0,0,2,0.0,-2.33,2.5,0.0,5.0,10.0,0.0,-1.0
269,270,-1588.0,1,0,-1.0,0.0,-1.0,-1.5,-4.75,4.33,0.0,-1.0
270,271,-3966.0,1,1,0.0,-0.6699999999999999,-4.0,6.33,-1.25,-0.5,-2.0,0.0
271,272,1020.0,1,2,-1.0,10.5,1.5,-2.0,1.25,1.5,1.0,1.0
272,273,3074.0,1,1,0.0,2.0,5.0,2.5,3.0,2.0,1.0,0.0
273,274,3302.0,0,-2,-1.0,2.5,-1.0,-0.33,2.5,0.6699999999999999,0.0,-1.0
274,275,6493.0,1,2,-2.0,7.67,4.67,2.33,-0.25,2.0,-1.0,0.0
275,276,3237.0,0,-2,0.0,0.83,5.0,2.0,3.33,-1.67,-1.0,1.0
