,Unnamed: 0,link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,gold_difference,turret_blue,turret_red,dragon_blue,dragon_red,blue_heralds,red_heralds,team_win
768,1955,/match/tr/1404281880,Nasus,Jax,Jarvan IV,Viego,Lissandra,Lux,Samira,Jinx,Rakan,Milio,5.0,0.2,1.5,2.67,1.67,2.5,0.5,6.0,1.5,5.0,-4910.0,1.0,0.0,2.0,0.0,1,1,red
8088,373,/match/oce/567369734,Ornn,Malphite,Warwick,Kayn,Yasuo,Lux,Karthus,Varus,Thresh,Lulu,4.0,0.0,5.0,2.5,2.0,4.0,9.0,1.33,2.0,3.0,4787.0,0.0,1.0,1.0,1.0,2,0,blue
588,863,/match/ph/11460729,Sett,Sion,Kha'Zix,Kayn,Akali,Veigar,Kai'Sa,Sivir,Lulu,Maokai,2.0,0.5,0.67,11.0,2.0,2.0,0.4,7.0,0.14,13.0,-8251.0,1.0,0.0,1.0,1.0,0,2,red
3434,2402,/match/tr/1403543083,Fiora,Akshan,Rek'Sai,Hecarim,Vex,Irelia,Jinx,Ezreal,Lulu,Lux,2.0,0.67,15.0,0.75,2.33,0.6,4.67,0.67,7.5,0.8,9138.0,0.0,1.0,0.0,2.0,1,0,blue
2711,5111,/match/lan/1384094855,Graves,Jayce,Xin Zhao,Fiddlesticks,Zoe,LeBlanc,Aphelios,Xayah,Maokai,Milio,5.0,0.5,1.5,1.5,3.0,4.0,0.5,3.0,0.5,5.0,1451.0,0.0,1.0,0.0,1.0,1,1,blue
1406,4080,/match/jp/395506267,Qiyana,Jinx,Malphite,Kennen,Milio,Pantheon,Kog'Maw,Hecarim,Zac,Zed,2.0,0.0,5.0,0.0,4.0,1.5,4.0,1.0,5.0,3.0,3074.0,0.0,0.0,0.0,0.0,1,0,blue
4798,2525,/match/tr/1403599474,Malphite,Poppy,Rengar,Evelynn,Twitch,Kalista,Jinx,Ezreal,Janna,Lulu,0.5,2.5,1.5,7.0,2.5,1.5,0.25,12.0,0.2,6.0,-5934.0,0.0,1.0,1.0,0.0,1,0,blue
8111,9316,/match/ph/11930961,Gwen,Cho'Gath,Kha'Zix,Warwick,Yone,Jayce,Aphelios,Kai'Sa,Thresh,Milio,2.0,1.0,4.0,2.0,7.0,0.25,1.5,2.0,1.0,3.0,6032.0,0.0,0.0,0.0,1.0,1,0,blue
2094,9942,/match/lan/1384511103,Jax,Darius,Diana,Gragas,Qiyana,Kog'Maw,Aphelios,Jinx,Taric,Karma,3.0,0.5,4.0,4.0,3.0,0.33,1.0,3.0,0.33,3.0,4584.0,0.0,0.0,1.0,0.0,1,1,blue
7845,4843,/match/kr/6476105662,Ornn,Gwen,Skarner,Hecarim,Sylas,Yone,Ezreal,Kai'Sa,Blitzcrank,Maokai,0.75,1.33,0.33,2.0,0.33,3.5,0.4,13.0,0.57,4.0,-10550.0,2.0,0.0,1.0,0.0,2,0,red
857,3559,/match/euw/6384005764,Riven,Akali,Rengar,Kha'Zix,Zoe,Akshan,Aurelion Sol,Ezreal,Pyke,Rakan,2.0,1.33,2.33,1.75,2.0,2.67,3.0,2.0,2.5,7.0,2864.0,0.0,3.0,2.0,0.0,1,1,blue
9591,8875,/match/eune/3358951429,Sion,Malphite,Kha'Zix,Bel'Veth,Vladimir,Graves,Vayne,Xayah,Ashe,Kog'Maw,0.5,4.0,5.0,3.0,1.5,0.67,0.33,2.0,2.0,2.0,2050.0,0.0,0.0,1.0,1.0,1,0,red
8941,1478,/match/ru/438934918,Yorick,Poppy,Talon,Bel'Veth,Akali,Ahri,Ezreal,Xayah,Zyra,Renata Glasc,1.5,0.67,3.0,5.0,0.25,2.0,1.5,1.5,1.5,3.0,-1192.0,1.0,0.0,1.0,1.0,0,2,red
6954,4329,/match/kr/6476502983,Sion,Darius,Rek'Sai,Lee Sin,Fizz,Viktor,Xayah,Jinx,Thresh,Aurelion Sol,2.5,1.33,3.33,2.0,9.0,0.29,6.0,0.5,8.0,0.25,4949.0,0.0,0.0,0.0,1.0,1,1,red
7595,5615,/match/lan/1381641105,Senna,Lulu,Kha'Zix,Riven,Kennen,Gragas,Xayah,Ornn,Akali,Ezreal,11.0,0.6,4.0,1.0,0.0,1.0,3.0,0.8,1.0,0.0,5910.0,0.0,1.0,1.0,0.0,2,0,blue
4282,668,/match/ph/11600488,Ornn,Karma,Talon,Nocturne,Aurelion Sol,Renekton,Ezreal,Aphelios,Blitzcrank,Soraka,0.67,2.0,2.67,1.67,2.0,1.33,11.0,0.4,3.67,1.0,-99.0,0.0,0.0,1.0,0.0,0,2,blue
8646,3844,/match/euw/6382413405,Jayce,Gwen,Rengar,Kha'Zix,Galio,Fizz,Zeri,Kai'Sa,Leona,Senna,1.0,1.0,1.75,1.25,2.33,5.0,0.0,7.0,3.0,3.5,-5348.0,2.0,0.0,2.0,0.0,0,2,red
326,5243,/match/lan/1383356666,Gwen,Darius,Bel'Veth,Gragas,Gangplank,Lux,Kai'Sa,Xayah,Blitzcrank,Milio,0.0,3.0,0.5,4.0,0.0,3.0,2.0,1.0,2.0,5.0,-661.0,0.0,0.0,0.0,1.0,1,1,blue
5384,7882,/match/vn/79910747,Gragas,Jax,Nidalee,Lee Sin,Lucian,Kassadin,Jhin,Ezreal,Swain,Sona,0.0,7.0,1.0,7.0,0.5,3.0,0.75,2.5,4.0,4.0,-7621.0,1.0,0.0,1.0,0.0,0,1,red
4749,2563,/match/tr/1400681859,Camille,Urgot,Evelynn,Elise,Fizz,Ryze,Jinx,Kai'Sa,Pyke,Senna,2.5,0.4,8.5,1.2,2.0,0.0,8.0,1.0,7.5,1.0,12513.0,0.0,1.0,0.0,1.0,1,0,blue
2047,2962,/match/tw/63021559,K'Sante,Gangplank,Lee Sin,Rek'Sai,Lissandra,Xerath,Jinx,Kai'Sa,Braum,Milio,1.0,0.0,6.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,5192.0,0.0,1.0,0.0,2.0,2,0,blue
1643,4179,/match/jp/394942275,Gragas,Kled,Kayn,Lee Sin,Cassiopeia,Sylas,Jhin,Nilah,Nautilus,Braum,7.0,0.5,6.0,1.5,0.5,4.0,10.0,0.67,4.0,0.75,4259.0,0.0,0.0,1.0,1.0,1,1,blue
4900,125,/match/oce/568008502,Akshan,Gnar,Karthus,Qiyana,Akali,Galio,Jinx,Twitch,Lulu,Milio,0.0,5.0,1.0,6.0,0.67,1.5,0.0,1.0,1.0,2.0,-4713.0,0.0,0.0,1.0,0.0,0,1,red
2855,7710,/match/vn/82487755,Fiora,Jax,Lee Sin,Viego,Ekko,Renekton,Samira,Kai'Sa,Pyke,Leona,2.5,1.5,1.67,2.5,1.0,3.0,7.0,1.0,7.0,0.0,1987.0,0.0,1.0,1.0,1.0,2,0,blue
5981,6865,/match/na/4644162950,Gragas,Rumble,Kayn,Kha'Zix,Malphite,Vladimir,Varus,Jhin,Nami,Blitzcrank,2.0,0.5,1.0,5.0,3.0,1.0,0.75,2.5,5.0,0.67,2388.0,0.0,0.0,1.0,1.0,1,1,blue
9731,2170,/match/tr/1402757788,Garen,Shaco,Udyr,Graves,Yasuo,Fizz,Veigar,Aphelios,Brand,Twitch,1.5,1.0,3.0,6.0,0.0,5.0,1.5,1.33,2.0,2.5,-2742.0,1.0,0.0,0.0,1.0,0,2,red
8218,5497,/match/lan/1382211807,Teemo,Cassiopeia,Kha'Zix,Poppy,Sylas,Viktor,Ezreal,Lucian,Senna,Milio,4.0,0.0,8.0,0.0,6.0,0.0,2.5,0.4,9.0,0.67,11585.0,0.0,3.0,0.0,1.0,1,0,blue
9874,6351,/match/las/1289277012,Jax,Quinn,Kha'Zix,Viego,Zoe,Syndra,Samira,Aphelios,Sion,Milio,1.0,1.5,3.0,5.0,1.5,0.5,0.0,5.0,1.0,5.0,-3199.0,1.0,1.0,2.0,0.0,1,0,red
6704,2080,/match/tr/1403267354,Veigar,Malphite,Nidalee,Fiddlesticks,Zed,Pantheon,Vayne,Jinx,Senna,Thresh,6.0,0.83,4.0,2.0,1.33,2.33,0.75,2.5,5.0,1.33,6995.0,0.0,1.0,1.0,0.0,1,0,blue
3629,3777,/match/euw/6384698296,Sion,Camille,Evelynn,Skarner,Ahri,Katarina,Jinx,Miss Fortune,Lulu,Thresh,2.0,1.0,2.5,4.0,1.0,3.0,0.6,4.5,1.33,4.5,-5149.0,1.0,0.0,2.0,0.0,1,1,red
3426,4188,/match/jp/394859712,Gwen,Jax,Kayn,Bel'Veth,Pantheon,Ahri,Nilah,Ashe,Karma,Lulu,0.5,3.5,0.29,12.0,0.67,6.0,0.75,5.0,3.0,2.5,-5579.0,0.0,0.0,1.0,0.0,0,2,red
8070,9745,/match/euw/6386911029,Nami,Mordekaiser,Xin Zhao,Gragas,Ezreal,Yasuo,Seraphine,Tristana,Rakan,Pyke,2.5,3.0,0.4,10.0,0.67,4.0,2.0,3.0,3.0,2.67,-9942.0,3.0,0.0,2.0,0.0,0,2,red
1226,3694,/match/euw/6383367461,Darius,Sion,Skarner,Viktor,Malzahar,Viego,Ezreal,Lucian,Vel'Koz,Jarvan IV,1.0,1.0,0.0,5.0,0.0,1.0,0.67,3.0,0.33,4.0,-3419.0,0.0,0.0,0.0,0.0,1,1,blue
5640,9425,/match/tw/66219874,Azir,Quinn,Sejuani,Lee Sin,Orianna,Cassiopeia,Jinx,Xayah,Lulu,Thresh,0.4,2.0,3.0,6.0,2.0,3.0,1.0,3.0,1.0,3.0,-3342.0,1.0,0.0,2.0,0.0,0,2,red
1237,413,/match/oce/567253767,Volibear,Camille,Jarvan IV,Bel'Veth,Sylas,Lulu,Ezreal,Aphelios,Soraka,Milio,1.5,1.0,2.33,3.0,1.5,5.0,6.0,2.0,2.0,5.0,110.0,0.0,0.0,1.0,1.0,1,1,red
4927,3816,/match/euw/6382487359,Jayce,Poppy,Elise,Diana,Irelia,Singed,Xayah,Aphelios,Rakan,Lulu,2.0,3.0,1.5,3.25,1.33,2.5,2.25,2.5,5.0,0.83,1659.0,0.0,1.0,1.0,0.0,1,1,red
1078,5439,/match/lan/1382936421,Poppy,Warwick,Lillia,Kha'Zix,Katarina,Karthus,Rakan,Xayah,Samira,Lulu,0.6,2.33,5.0,5.0,4.0,1.5,1.0,6.0,1.0,4.0,-1228.0,0.0,0.0,2.0,0.0,1,1,blue
2159,8820,/match/eune/3356772058,Cassiopeia,Tryndamere,Kindred,Nidalee,Azir,Katarina,Ezreal,Twitch,Karma,Lulu,1.0,0.0,2.0,2.0,2.0,2.5,1.0,4.0,1.5,4.0,-1661.0,1.0,1.0,0.0,1.0,1,0,red
4530,4685,/match/kr/6471709782,Quinn,Sion,Nunu & Willump,Lee Sin,Xerath,Lissandra,Ezreal,Zeri,Taric,Milio,4.0,0.0,8.0,1.0,3.0,1.0,3.0,2.0,5.0,1.5,4789.0,0.0,1.0,1.0,1.0,2,0,blue
2786,2798,/match/tw/64229031,Jax,Renekton,Nidalee,Gragas,Sion,Aurelion Sol,Jinx,Kai'Sa,Swain,Nautilus,1.5,1.0,12.0,1.0,1.5,2.0,10.0,0.0,7.0,0.0,10634.0,0.0,3.0,0.0,1.0,1,0,blue
3061,1626,/match/sg/6668763,Jax,Illaoi,Sylas,Bel'Veth,Twitch,Jinx,Kai'Sa,Orianna,Pyke,Blitzcrank,0.25,4.0,6.0,1.0,1.0,1.0,1.5,3.0,3.5,1.0,-1573.0,2.0,0.0,1.0,1.0,0,2,red
9645,3473,/match/euw/6384395536,Singed,Aurelion Sol,Wukong,Gragas,Twisted Fate,Yasuo,Kai'Sa,Draven,Thresh,Karma,1.33,2.0,0.75,8.0,1.2,6.0,0.75,5.0,0.75,4.5,-10280.0,0.0,0.0,2.0,0.0,1,1,red
6305,2486,/match/tr/1401066731,Malzahar,Malphite,Graves,Diana,Anivia,Yasuo,Kai'Sa,Varus,Yuumi,Thresh,1.0,1.0,2.33,3.5,1.0,1.5,2.25,1.2,3.0,2.67,-1008.0,0.0,0.0,0.0,1.0,1,1,red
8682,7260,/match/br/2723303986,Nasus,Ivern,Udyr,Graves,Talon,K'Sante,Jhin,Samira,Janna,Lux,4.0,0.5,5.0,1.5,7.0,0.0,3.5,1.0,8.0,0.33,7219.0,0.0,0.0,0.0,1.0,1,0,blue
3258,7598,/match/vn/81811604,Camille,Volibear,Nocturne,Viego,Kog'Maw,Zoe,Jinx,Kai'Sa,Milio,Thresh,1.0,1.5,1.0,6.0,1.0,1.0,1.0,5.0,0.5,4.0,-2438.0,0.0,0.0,2.0,0.0,0,2,red
411,9103,/match/br/2723324736,Jax,Jayce,Lee Sin,Karthus,LeBlanc,Twisted Fate,Ezreal,Aphelios,Rakan,Lulu,0.25,2.5,2.75,1.4,4.0,1.5,1.67,2.0,2.5,7.0,-5654.0,0.0,0.0,0.0,0.0,1,0,red
7733,2829,/match/tw/63936711,Sett,LeBlanc,Nidalee,Wukong,Viktor,Yasuo,Xayah,Kai'Sa,Pantheon,Yuumi,0.5,8.0,2.0,3.67,1.0,1.5,2.33,2.33,1.5,4.5,33.0,0.0,1.0,0.0,1.0,1,0,red
7873,6720,/match/na/4644560752,Shen,Irelia,Kayn,Wukong,Kayle,Anivia,Kai'Sa,Samira,Pyke,Thresh,4.0,0.0,4.0,0.0,3.0,0.0,7.0,0.67,8.0,0.67,4450.0,0.0,1.0,1.0,0.0,1,1,blue
6031,4127,/match/jp/395078783,Gragas,Jax,Kha'Zix,Hecarim,Akali,Thresh,Kindred,Draven,Heimerdinger,Pantheon,1.0,0.0,0.33,8.0,0.8,11.0,0.5,4.0,1.0,8.0,-6366.0,1.0,0.0,1.0,0.0,0,2,red
3297,6634,/match/na/4644638727,Maokai,Blitzcrank,Kha'Zix,Talon,Zed,Malphite,Xayah,Karthus,Xerath,Jax,2.0,0.5,2.33,9.0,1.0,3.0,2.0,2.5,5.0,1.5,-33.0,1.0,0.0,0.0,1.0,0,2,blue
8020,6300,/match/las/1292290117,K'Sante,Kled,Lillia,Ekko,Vladimir,Riven,Alistar,Kai'Sa,Ezreal,Pyke,1.0,1.5,1.33,3.5,1.0,6.0,1.2,2.4,2.5,8.0,-2714.0,0.0,0.0,2.0,0.0,1,1,red
9277,7251,/match/br/2723311766,Urgot,Ornn,Nidalee,Jhin,Ahri,Gragas,Xayah,Qiyana,Thresh,Karma,8.0,0.25,3.0,4.5,0.83,2.5,0.4,10.0,1.0,10.0,1695.0,0.0,1.0,0.0,1.0,2,0,blue
5478,7173,/match/ph/11859988,Riven,Dr. Mundo,Hecarim,Kha'Zix,Qiyana,Vex,Sivir,Kai'Sa,Karma,Zac,0.33,4.0,8.0,1.67,2.0,2.0,9.0,0.5,2.33,0.6,-393.0,1.0,0.0,0.0,2.0,0,1,red
1720,5511,/match/lan/1382504449,Azir,Master Yi,Fiddlesticks,Yone,Zed,Yasuo,Ezreal,Lucian,Seraphine,Nami,2.0,2.0,0.33,4.0,1.0,1.0,1.5,1.5,3.0,4.0,-2465.0,0.0,0.0,0.0,1.0,1,1,blue
3475,9208,/match/kr/6477247877,Ornn,Gnar,Viego,Nunu & Willump,Zoe,Pantheon,Tristana,Aphelios,Leona,Heimerdinger,3.0,0.0,1.0,8.0,2.5,1.33,1.5,8.0,1.0,9.0,-2115.0,1.0,0.0,2.0,0.0,1,0,red
8351,9756,/match/euw/6386894737,Shen,Kayle,Jarvan IV,Ekko,Zac,Katarina,Aphelios,Varus,Karma,Bard,6.0,0.0,1.67,8.0,2.0,1.25,1.0,7.0,1.5,3.0,-3942.0,1.0,0.0,1.0,0.0,2,0,red
2220,9,/match/oce/568151241,Illaoi,Gwen,Taliyah,Hecarim,Xerath,Vladimir,Vayne,Jinx,Thresh,Braum,3.0,0.5,5.0,0.5,3.0,1.0,2.0,0.33,8.0,0.75,4394.0,0.0,1.0,1.0,1.0,1,0,blue
8722,1656,/match/sg/6578661,Akshan,Riven,Kayn,Poppy,Sylas,Yasuo,Caitlyn,Talon,Nautilus,Veigar,0.5,2.0,1.33,10.0,2.0,2.5,1.0,9.0,1.0,3.0,-4721.0,0.0,0.0,0.0,1.0,1,1,red
7490,3020,/match/tw/62872865,Maokai,Mordekaiser,Kindred,Bel'Veth,Akali,Katarina,Kog'Maw,Zeri,Karma,Milio,10.0,0.5,5.5,1.5,2.5,1.33,8.0,0.5,3.5,2.0,6781.0,0.0,1.0,1.0,0.0,2,0,blue
8549,7665,/match/vn/82529318,Camille,Poppy,Sylas,Nidalee,Zoe,Akshan,Ezreal,Zeri,Brand,Yuumi,1.5,5.0,1.5,1.33,3.5,1.5,4.0,1.33,3.0,4.0,-1942.0,1.0,0.0,0.0,0.0,1,1,red
3806,9678,/match/eune/3363791410,Pantheon,Poppy,Amumu,Maokai,Orianna,LeBlanc,Jinx,Ezreal,Milio,Soraka,1.5,0.33,5.0,1.4,1.67,2.0,4.0,1.0,2.0,5.0,4375.0,0.0,1.0,1.0,1.0,0,2,blue
8227,4564,/match/kr/6474216166,K'Sante,Malphite,Taliyah,Jayce,Yone,Viktor,Jinx,Aphelios,Blitzcrank,Thresh,0.0,2.0,1.0,2.0,0.0,4.0,1.0,5.0,1.0,7.0,-2010.0,1.0,0.0,1.0,0.0,1,1,red
4232,9779,/match/euw/6386882547,Warwick,Yone,Viego,Nidalee,Ahri,Zed,Varus,Vayne,Taric,Nami,7.0,0.17,7.0,6.0,0.8,1.75,1.0,7.0,0.5,8.0,2095.0,0.0,1.0,1.0,0.0,2,0,blue
8007,8007,/match/vn/82017260,Mordekaiser,Fiora,Diana,Gragas,Qiyana,Malphite,Ezreal,Kai'Sa,Ashe,Thresh,6.0,0.25,3.0,1.33,3.0,3.5,3.0,3.0,3.0,1.4,7101.0,0.0,0.0,1.0,0.0,1,0,blue
9772,7202,/match/vn/82847872,Darius,Jinx,Lissandra,Fizz,Zed,Yorick,Nautilus,Pyke,Sivir,Wukong,5.0,1.0,0.0,1.5,6.0,4.0,0.33,2.5,0.0,2.5,-3121.0,1.0,1.0,2.0,0.0,1,1,red
9908,5052,/match/kr/6475931475,Gragas,Aatrox,Kha'Zix,Nidalee,Galio,Jayce,Xayah,Ezreal,Rakan,Ashe,1.0,0.5,2.0,5.0,0.67,4.0,1.0,4.0,2.0,8.0,-3930.0,0.0,0.0,0.0,1.0,2,0,blue
5865,5601,/match/lan/1382293602,Ornn,Darius,Graves,Jarvan IV,Viktor,LeBlanc,Caitlyn,Lucian,Thresh,Nami,0.2,5.0,0.0,9.0,0.0,6.0,1.0,5.0,0.5,6.0,-12019.0,2.0,0.0,1.0,0.0,0,2,red
6049,7184,/match/tr/1404367205,Aatrox,Poppy,Ekko,Diana,Vel'Koz,Syndra,Ezreal,Jinx,Thresh,Milio,1.0,1.0,0.67,10.0,0.67,4.0,0.67,3.5,2.0,7.0,-10172.0,4.0,0.0,1.0,0.0,0,2,red
7833,3538,/match/euw/6385025732,Jayce,Fiora,Pantheon,Shaco,Vex,LeBlanc,Ezreal,Kai'Sa,Xerath,Nautilus,1.5,0.67,2.0,3.5,5.0,1.33,0.33,8.0,0.2,7.0,-533.0,1.0,1.0,1.0,0.0,2,0,red
427,2878,/match/tw/63741661,Aatrox,Singed,Evelynn,Poppy,Anivia,Aurelion Sol,Twitch,Jinx,Thresh,Senna,3.0,0.0,8.0,0.0,7.0,1.0,3.67,1.25,5.5,1.0,5841.0,0.0,0.0,1.0,0.0,2,0,blue
5876,7600,/match/vn/82548309,Renekton,Ornn,Kha'Zix,Lee Sin,Jayce,Akali,Cassiopeia,Jinx,Blitzcrank,Braum,3.0,0.4,9.0,1.33,2.0,0.33,1.0,4.0,1.5,2.0,9138.0,0.0,3.0,1.0,0.0,2,0,blue
591,3952,/match/euw/6384514895,K'Sante,Gangplank,Evelynn,Udyr,Zed,Orianna,Jhin,Ezreal,Fiddlesticks,Zilean,4.0,0.33,7.0,1.0,4.0,0.5,4.0,1.5,3.5,1.33,2588.0,0.0,1.0,0.0,1.0,2,0,blue
7677,3536,/match/euw/6385023919,Quinn,Fiora,Skarner,Lillia,Aurelion Sol,Annie,Sivir,Ezreal,Brand,Senna,4.0,0.5,1.25,7.0,1.0,3.0,2.0,2.33,1.67,4.0,-2093.0,0.0,0.0,1.0,0.0,1,0,red
6355,9817,/match/euw/6386831117,Kled,Poppy,Bel'Veth,Neeko,Vel'Koz,Nautilus,Ezreal,Kai'Sa,Milio,Pyke,2.0,1.0,0.0,7.0,0.0,4.0,0.0,6.0,0.0,9.0,-5632.0,1.0,0.0,0.0,1.0,0,2,red
47,3963,/match/euw/6381737298,Dr. Mundo,K'Sante,Evelynn,Lee Sin,Irelia,LeBlanc,Jinx,Draven,Pyke,Zilean,0.0,2.0,3.5,3.0,0.17,9.0,1.83,2.0,1.8,2.4,-6326.0,0.0,0.0,1.0,0.0,0,2,red
4091,225,/match/oce/567692498,Jayce,Riven,Ekko,Bel'Veth,Tristana,Ahri,Twitch,Ezreal,Alistar,Blitzcrank,3.0,0.5,7.0,1.0,2.5,2.0,1.5,2.0,9.0,1.25,4381.0,0.0,2.0,0.0,2.0,2,0,blue
8713,1487,/match/ru/438886623,Camille,Renekton,Ivern,Lee Sin,Vex,Ahri,Caitlyn,Vayne,Seraphine,Lulu,1.0,0.67,1.33,12.0,1.67,1.67,1.0,2.5,1.0,9.0,-1337.0,1.0,1.0,0.0,1.0,1,1,blue
5726,4508,/match/kr/6476374598,Fiora,Sion,Karthus,Kayn,Jayce,Sylas,Xayah,Jinx,Bard,Heimerdinger,1.0,4.0,2.25,2.25,2.5,2.33,0.67,6.0,8.0,1.25,-1039.0,1.0,0.0,0.0,1.0,0,2,red
8701,7975,/match/vn/82033965,Aatrox,Jax,Kha'Zix,Lee Sin,Sylas,Gragas,Kai'Sa,Ezreal,Pyke,Nautilus,0.25,2.5,2.0,3.0,1.0,1.0,3.0,0.0,3.0,0.33,3666.0,0.0,1.0,1.0,0.0,2,0,red
5819,517,/match/oce/566889859,Jax,Pantheon,Rek'Sai,Kha'Zix,Lux,Ahri,Xayah,Tristana,Thresh,Elise,2.0,0.25,2.0,1.67,2.0,4.0,8.0,1.5,1.67,1.25,1264.0,0.0,0.0,0.0,2.0,1,1,red
3361,3221,/match/eune/3358708857,Kayle,Yasuo,Rek'Sai,Udyr,Irelia,Annie,Ezreal,Xayah,Neeko,Rakan,2.0,1.5,3.0,3.5,1.33,6.0,5.0,2.0,1.33,5.0,-2278.0,1.0,0.0,2.0,0.0,0,2,red
6283,8787,/match/eune/3357298625,Jax,Jayce,Xin Zhao,Kayn,Ahri,Sylas,Caitlyn,Ezreal,Amumu,Zyra,3.0,0.67,3.5,1.67,4.0,1.0,3.5,0.5,5.0,0.75,2036.0,0.0,0.0,1.0,0.0,2,0,blue
524,5871,/match/las/1292072400,Sett,Kled,Evelynn,Viego,Zed,Sylas,Miss Fortune,Xayah,Bard,Ashe,2.0,1.0,2.0,4.0,2.0,2.0,2.5,1.0,1.0,2.0,2783.0,0.0,1.0,0.0,0.0,1,1,blue
2790,1243,/match/ru/440011492,Kalista,Renekton,Rengar,Gragas,Sylas,Irelia,Draven,Veigar,Nami,Alistar,5.0,0.4,2.0,1.67,11.0,0.75,1.75,1.0,13.0,0.8,14036.0,0.0,2.0,0.0,1.0,2,0,blue
1300,735,/match/ph/10966281,Akali,Lee Sin,Wukong,Hecarim,Pantheon,Viktor,Kai'Sa,Miss Fortune,Yuumi,Ashe,0.33,3.0,2.5,8.0,1.0,2.0,3.0,1.0,4.0,1.5,147.0,0.0,1.0,1.0,0.0,1,1,blue
9554,2879,/match/tw/63743294,Gragas,Jayce,Kha'Zix,Nidalee,Taliyah,Cassiopeia,Tristana,Jinx,Thresh,Nautilus,0.25,6.0,1.0,6.5,2.0,3.5,3.0,5.5,0.8,2.67,-11594.0,4.0,0.0,1.0,0.0,0,2,red
5087,3050,/match/tw/62814991,Sett,Darius,Lee Sin,Evelynn,Annie,Galio,Varus,Xayah,Senna,Taric,0.67,1.5,4.5,2.0,5.0,1.25,0.8,1.5,3.0,4.5,3396.0,0.0,0.0,0.0,1.0,2,0,blue
7274,7865,/match/vn/80073746,K'Sante,Malphite,Graves,Lee Sin,Fizz,Nautilus,Jinx,Xayah,Braum,Xerath,3.0,0.5,1.67,1.33,1.25,3.0,5.0,5.0,2.33,1.25,5784.0,0.0,2.0,0.0,1.0,1,0,blue
5223,4037,/match/euw/6381392142,Renekton,Ornn,Gragas,Maokai,LeBlanc,Yone,Kai'Sa,Ezreal,Thresh,Nautilus,0.5,3.0,3.0,7.0,1.0,1.33,0.33,6.0,0.25,11.0,-3062.0,1.0,0.0,0.0,0.0,1,0,red
3113,7691,/match/vn/82453918,Jax,Garen,Nidalee,Ekko,Tristana,Cho'Gath,Kai'Sa,Jinx,Morgana,Lulu,5.0,0.25,6.0,1.0,2.5,1.0,6.0,0.0,6.0,0.0,15389.0,0.0,6.0,0.0,2.0,1,0,blue
6360,5454,/match/lan/1382413205,Gragas,Rengar,Wukong,Sylas,Riven,Diana,Jhin,Caitlyn,Karma,Janna,0.67,2.0,2.0,10.0,0.25,4.0,2.25,3.0,1.75,3.67,-5298.0,2.0,0.0,0.0,1.0,0,1,red
8772,5227,/match/lan/1383431821,Jax,Garen,Shaco,Gragas,Syndra,Azir,Jinx,Ezreal,Karma,Nautilus,0.0,3.0,0.67,6.0,0.75,5.0,2.0,1.0,2.0,1.0,-3734.0,0.0,0.0,1.0,1.0,0,1,red
8157,9320,/match/ph/11937305,Gnar,Kennen,Karthus,Bel'Veth,Irelia,Swain,Sivir,Vayne,Yuumi,Lulu,3.0,0.0,1.0,3.0,1.5,1.5,1.5,6.0,2.0,2.0,-1056.0,2.0,0.0,1.0,0.0,0,2,red
5342,6,/match/oce/568159990,Illaoi,Pantheon,Hecarim,Dr. Mundo,Katarina,Vladimir,Lucian,Ezreal,Thresh,Soraka,2.0,1.0,6.0,0.71,10.0,1.0,4.5,0.75,4.0,1.0,5534.0,1.0,1.0,1.0,1.0,2,0,red
9185,223,/match/oce/567719964,Darius,Rammus,Ekko,Kindred,Zed,Galio,Twitch,Zeri,Senna,Zyra,2.0,0.0,6.0,0.25,5.0,1.33,1.33,5.0,1.33,3.0,2785.0,0.0,0.0,1.0,1.0,1,0,blue
8350,4220,/match/jp/394656911,Sett,Akali,Kayn,Sejuani,Fizz,Katarina,Ezreal,Aphelios,Zyra,Milio,0.0,4.0,3.0,7.0,1.0,1.0,2.0,1.67,2.0,2.5,-2126.0,0.0,0.0,1.0,0.0,0,2,red
5320,6983,/match/na/4638890151,Kennen,Jayce,Fiddlesticks,Graves,Pantheon,Syndra,Draven,Neeko,Soraka,Nautilus,1.33,1.67,1.33,1.0,9.0,2.33,1.67,6.0,2.5,2.0,704.0,0.0,1.0,0.0,1.0,1,1,blue
6093,1417,/match/ru/438683009,Gnar,Pantheon,Elise,Bel'Veth,Garen,Zoe,Jhin,Aphelios,Lux,Nami,0.0,4.0,1.33,3.5,0.2,8.0,3.0,2.67,2.25,1.6,-811.0,0.0,1.0,1.0,0.0,1,1,red
1089,4275,/match/jp/394657190,Pantheon,Garen,Ekko,Jarvan IV,Zed,Kled,Ezreal,Jhin,Thresh,Xerath,2.0,0.5,5.0,2.0,1.0,5.0,2.0,1.67,3.0,2.5,-2222.0,0.0,0.0,1.0,0.0,0,1,red
7895,5889,/match/las/1292658812,Jax,Gnar,Diana,Wukong,Pantheon,Vel'Koz,Varus,Samira,Pyke,Nautilus,4.0,0.33,2.33,4.0,2.5,1.0,2.0,4.0,6.0,1.67,-1662.0,1.0,0.0,1.0,1.0,1,1,red
