,Unnamed: 0,link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,gold_difference,turret_blue,turret_red,dragon_blue,dragon_red,blue_heralds,red_heralds,team_win
607,756,/match/ph/11490003,Rengar,Thresh,Zed,Riven,Kayle,Katarina,Caitlyn,Varus,Rakan,Kha'Zix,0.5,6.0,2.0,0.0,2.0,0.5,1.0,2.0,0.33,3.0,3277.0,0.0,1.0,2.0,0.0,2,0,blue
2559,3100,/match/tw/62470815,Cho'Gath,Fiora,Vi,Sylas,Kassadin,Viktor,Twitch,Varus,Yuumi,Lulu,1.0,1.0,1.67,2.5,0.0,2.0,2.0,1.67,4.0,5.0,-2493.0,0.0,0.0,0.0,2.0,2,0,blue
369,6771,/match/na/4641190608,Vladimir,Kled,Master Yi,Viego,Cassiopeia,Annie,Xayah,Karthus,Ashe,Senna,0.25,4.0,2.0,1.0,1.0,7.0,1.33,3.33,2.67,5.0,-7297.0,2.0,0.0,0.0,1.0,0,1,red
7975,5200,/match/lan/1383684619,Mordekaiser,Gangplank,Amumu,Ekko,Viego,Sylas,Caitlyn,Nilah,Nami,Yuumi,0.33,8.0,0.33,6.0,0.0,4.0,0.0,5.0,0.0,5.0,-11833.0,1.0,0.0,1.0,0.0,0,1,red
1102,3698,/match/euw/6383287727,Jayce,Pantheon,Zac,Lillia,Vladimir,Cassiopeia,Jinx,Xayah,Lulu,Yuumi,0.25,5.0,0.2,5.0,0.67,2.5,0.33,7.0,0.33,8.0,-10037.0,2.0,0.0,2.0,0.0,0,1,red
1955,8033,/match/vn/81997505,Ornn,Gwen,Nidalee,Zed,Jayce,Tristana,Sivir,Xayah,Lulu,Thresh,4.0,0.0,6.0,1.0,3.0,0.33,0.5,5.0,0.0,6.0,2745.0,0.0,0.0,0.0,1.0,1,1,blue
4151,2041,/match/tr/1404082656,Darius,Riven,Hecarim,Gragas,Zac,Gangplank,Tristana,Vladimir,Milio,Sona,0.33,3.0,2.5,3.0,4.0,1.0,3.0,1.5,1.5,5.0,-1310.0,0.0,0.0,0.0,1.0,0,1,blue
8145,4830,/match/kr/6469728013,Nasus,Rengar,Hecarim,Lee Sin,K'Sante,Rumble,Aphelios,Ashe,Karma,Heimerdinger,0.5,7.0,0.75,14.0,0.5,9.0,0.25,17.0,1.0,3.0,-14598.0,2.0,0.0,1.0,0.0,0,1,red
345,8088,/match/vn/78660542,Jax,Jayce,Kindred,Evelynn,Lux,Kai'Sa,Varus,Yasuo,Rammus,Pyke,2.0,0.4,9.0,2.33,5.0,0.5,2.33,0.75,4.5,2.0,7683.0,0.0,3.0,0.0,1.0,1,1,blue
174,8925,/match/eune/3355732819,Fiora,Shen,Kindred,Lee Sin,Tristana,Lulu,Karthus,Jinx,Yuumi,Katarina,2.0,3.0,1.33,5.0,1.5,5.0,5.0,6.0,4.0,2.5,-1581.0,0.0,0.0,1.0,0.0,0,2,red
6058,2027,/match/tr/1404115069,Sett,Cho'Gath,Kayn,Master Yi,Fizz,Diana,Jhin,Kai'Sa,Morgana,Blitzcrank,1.67,1.0,3.0,2.67,8.0,1.5,4.0,0.75,5.5,0.6,1026.0,0.0,0.0,0.0,2.0,0,2,red
6288,2274,/match/tr/1403878632,Karma,Shen,Gragas,Vi,Zed,Anivia,Xayah,Zeri,Pyke,Lulu,1.0,5.0,5.0,1.0,2.0,2.0,0.67,2.0,2.0,4.0,-415.0,0.0,0.0,2.0,0.0,0,2,red
9468,3235,/match/eune/3358376443,Pantheon,Vayne,Hecarim,Kha'Zix,Gangplank,LeBlanc,Karthus,Zeri,Rakan,Thresh,4.0,1.0,10.0,0.2,6.0,0.67,2.5,2.0,4.5,1.0,5118.0,0.0,0.0,2.0,0.0,1,1,blue
6421,8435,/match/br/2719033203,Gragas,Sion,Vi,Nunu & Willump,Tristana,Katarina,Kai'Sa,Ziggs,Nautilus,Seraphine,5.0,1.0,2.5,3.5,1.67,1.67,2.0,4.0,0.67,4.0,286.0,0.0,0.0,1.0,1.0,2,0,blue
5693,4921,/match/kr/6468909166,Gragas,Gnar,Master Yi,Nidalee,Lissandra,Yone,Xayah,Jinx,Rakan,Pyke,1.33,0.75,0.44,19.0,0.0,6.0,0.5,9.0,0.25,11.0,-14117.0,5.0,0.0,0.0,0.0,0,2,red
8687,5292,/match/lan/1383405985,Volibear,Aatrox,Jarvan IV,Kindred,Syndra,Fizz,Samira,Vayne,Renata Glasc,Senna,1.0,2.5,1.5,1.5,0.0,1.0,7.0,0.33,7.0,1.0,-1096.0,0.0,0.0,0.0,2.0,0,2,red
9293,4371,/match/kr/6476487237,K'Sante,Garen,Gragas,Karthus,Twisted Fate,Swain,Draven,Varus,Blitzcrank,Jax,1.0,3.0,3.5,1.6,1.0,8.0,3.0,1.33,2.0,2.0,-112.0,0.0,0.0,0.0,0.0,1,1,red
3517,3166,/match/eune/3358838413,Mordekaiser,Jax,Rek'Sai,Evelynn,Ahri,Lux,Ezreal,Draven,Karma,Pyke,3.0,0.33,2.33,4.0,1.5,1.5,2.0,2.0,1.5,3.0,722.0,1.0,0.0,0.0,1.0,1,1,blue
2125,6476,/match/na/4644983234,Tryndamere,Tahm Kench,Wukong,Nautilus,Zoe,Evelynn,Kog'Maw,Samira,Milio,Akshan,1.0,2.0,0.6,2.67,1.67,5.0,1.2,1.5,2.0,3.5,-2055.0,0.0,0.0,1.0,0.0,2,0,blue
9414,4435,/match/kr/6476422713,Warwick,Gwen,Gragas,Rengar,Sylas,Akali,Zeri,Xayah,Soraka,Karma,1.33,5.0,2.0,1.75,1.0,6.0,3.5,0.67,8.0,1.67,-5012.0,1.0,0.0,0.0,0.0,0,2,red
6043,5059,/match/kr/6467170049,Jayce,Malphite,Nidalee,Lee Sin,Veigar,Ahri,Jinx,Xayah,Thresh,Rakan,4.0,0.0,4.0,2.5,0.5,3.0,2.67,1.25,2.0,1.25,1326.0,0.0,1.0,1.0,0.0,2,0,red
2929,6885,/match/na/4644337195,Gwen,Illaoi,Kayn,Ekko,Orianna,Galio,Jinx,Ezreal,Thresh,Bard,1.0,1.0,1.0,3.0,3.0,7.0,0.0,6.0,0.75,8.0,-4346.0,1.0,0.0,1.0,0.0,1,1,blue
9817,4294,/match/jp/394486127,Garen,Lissandra,Kayn,Viego,Pantheon,Darius,Ashe,Tristana,Leona,Blitzcrank,1.0,2.0,3.0,6.0,2.33,1.25,3.67,1.8,3.33,2.33,-1459.0,1.0,1.0,1.0,0.0,0,2,red
7321,2289,/match/tr/1403865941,Veigar,Gwen,Cho'Gath,Lee Sin,Zed,Yasuo,Jinx,Xayah,Leona,Twitch,0.6,3.0,2.0,2.0,2.33,7.0,1.33,2.5,2.67,1.14,-3559.0,0.0,0.0,1.0,1.0,1,0,blue
9797,9648,/match/eune/3363851076,Wukong,Cassiopeia,Kha'Zix,Hecarim,Ryze,Zed,Jhin,Kai'Sa,Morgana,Lulu,1.5,0.67,2.5,3.0,6.0,2.0,4.0,1.6,1.67,2.0,1921.0,0.0,0.0,0.0,1.0,1,1,blue
5814,1694,/match/sg/6530108,Ornn,Fiora,Hecarim,Nidalee,Swain,Malzahar,Sivir,Kai'Sa,Soraka,Nautilus,2.0,1.0,3.33,2.5,6.0,1.0,0.88,5.0,1.67,1.33,-1379.0,2.0,0.0,0.0,1.0,0,1,red
4590,7541,/match/vn/82622632,Jayce,Rengar,Kayn,Nidalee,Twisted Fate,Kog'Maw,Kai'Sa,Vayne,Pyke,Milio,2.5,2.0,1.5,6.0,2.5,1.5,1.5,6.0,0.75,7.0,-6527.0,1.0,0.0,1.0,0.0,1,0,red
5157,5993,/match/las/1291429056,Gnar,Wukong,Lee Sin,Trundle,Veigar,Yasuo,Lucian,Ashe,Milio,Nami,2.5,0.75,12.0,0.29,3.0,0.5,9.0,0.2,10.0,0.25,10632.0,0.0,2.0,0.0,1.0,2,0,blue
881,5950,/match/las/1292566183,Kled,Rammus,Gragas,Nunu & Willump,Akali,Akshan,Vayne,Samira,Pyke,Rakan,0.0,1.0,0.33,12.0,0.25,6.0,0.33,7.0,0.4,14.0,-8045.0,2.0,0.0,2.0,0.0,1,0,red
2792,8903,/match/eune/3358931365,Darius,Shyvana,Evelynn,Vi,Malphite,Yasuo,Lucian,Draven,Seraphine,Leona,0.29,1.5,5.0,8.0,5.0,5.0,1.67,0.6,1.75,4.5,-6391.0,1.0,0.0,1.0,0.0,0,2,blue
1008,717,/match/ph/11690635,Ornn,Fiora,Veigar,Gragas,Nocturne,Jayce,Zeri,Kai'Sa,Janna,Lux,1.0,2.5,0.5,3.0,3.0,3.5,4.0,2.33,0.5,7.0,-6151.0,0.0,0.0,0.0,1.0,1,1,red
6297,2164,/match/tr/1403907687,Darius,Gragas,Kindred,Lee Sin,Fizz,Yasuo,Caitlyn,Jinx,Lulu,Ashe,0.2,6.0,0.4,11.0,1.67,9.0,2.2,1.8,2.0,1.43,-5872.0,1.0,0.0,2.0,0.0,0,2,red
2926,1007,/match/ph/11184252,Gragas,Gnar,Master Yi,Vi,Shen,Lux,Xayah,Varus,Zilean,Sona,2.0,0.0,2.5,2.0,1.0,3.0,1.33,2.0,5.0,5.0,-2108.0,0.0,0.0,1.0,1.0,1,1,blue
7144,4655,/match/kr/6472421782,Sion,Vayne,Vi,Nidalee,Vex,Katarina,Xayah,Varus,Rakan,Karma,0.0,2.0,1.8,4.33,3.0,11.0,1.0,7.5,2.0,3.25,-7177.0,1.0,0.0,1.0,0.0,1,1,red
4385,9645,/match/eune/3363888696,Yasuo,Kayn,Lee Sin,Kha'Zix,Annie,Nautilus,Ezreal,Vayne,Lulu,Pyke,1.0,0.67,2.0,2.0,0.5,1.0,2.0,1.33,6.0,2.5,-950.0,0.0,0.0,1.0,0.0,1,0,red
7547,5448,/match/lan/1382452101,Wukong,Illaoi,Sivir,Nidalee,Ahri,Sett,Warwick,Vayne,Pantheon,Alistar,0.0,3.0,1.0,14.0,0.75,8.0,1.0,3.0,0.6,4.33,-11524.0,3.0,0.0,1.0,1.0,0,1,red
5034,9311,/match/ph/11948053,Irelia,Poppy,Ekko,Warwick,Morgana,Tristana,Lucian,Ziggs,Braum,Thresh,0.2,4.0,6.0,5.5,2.5,2.0,1.0,3.5,0.67,7.0,-2300.0,0.0,0.0,0.0,1.0,1,0,red
2427,7774,/match/vn/80685109,Gangplank,Illaoi,Wukong,Graves,Aurelion Sol,Viktor,Jinx,Xayah,Thresh,Lulu,0.67,4.0,0.67,4.0,1.5,5.0,1.5,6.0,1.0,3.67,-7908.0,1.0,0.0,1.0,1.0,1,1,red
5656,4058,/match/euw/6384412563,Rengar,Sion,Viego,Kindred,Vladimir,Sylas,Jinx,Xayah,Rakan,Renata Glasc,10.0,0.25,2.0,2.0,4.0,0.67,2.0,2.0,7.0,1.0,2983.0,0.0,1.0,1.0,1.0,1,1,blue
3134,2207,/match/tr/1403869014,Rumble,Riven,Fiddlesticks,Lee Sin,Jayce,Ahri,Draven,Ezreal,Pantheon,Bard,1.0,1.5,0.67,15.0,0.5,17.0,0.75,10.0,0.8,6.0,-6933.0,1.0,1.0,1.0,0.0,1,0,red
5347,8216,/match/vn/81803144,Gangplank,Renekton,Viego,Lee Sin,Lissandra,Orianna,Kai'Sa,Miss Fortune,Bel'Veth,Milio,0.75,1.67,7.0,3.0,2.5,1.0,5.0,0.25,4.0,1.0,308.0,1.0,0.0,1.0,1.0,1,1,blue
10004,8688,/match/eune/3358953398,Ornn,Rell,Karthus,Jinx,Yone,Azir,Volibear,Gwen,Leona,Kayn,3.0,0.0,5.67,1.2,8.0,0.5,13.0,0.38,5.0,0.67,12480.0,0.0,2.0,0.0,1.0,1,0,blue
9516,6583,/match/na/4644686883,Jayce,Teemo,Rengar,Lee Sin,Qiyana,Ahri,Varus,Aphelios,Brand,Lulu,3.0,0.5,1.0,8.0,2.5,1.5,1.0,2.67,0.4,4.5,2001.0,0.0,1.0,1.0,0.0,2,0,red
5102,9598,/match/br/2723581750,Urgot,Malphite,Evelynn,Fiddlesticks,Qiyana,Katarina,Zeri,Xayah,Blitzcrank,Rakan,1.0,3.0,5.5,1.83,7.5,1.75,3.75,3.33,1.8,1.8,-1379.0,2.0,0.0,1.0,0.0,2,0,red
7242,9325,/match/ph/11922267,Gwen,Gangplank,Nunu & Willump,Braum,Vex,Ryze,Twitch,Jinx,Milio,Warwick,3.0,1.0,0.83,5.5,1.5,3.0,0.6,8.0,3.0,3.5,-6162.0,2.0,0.0,2.0,0.0,0,2,red
9635,6933,/match/na/4644238142,Ornn,Renekton,Volibear,Hecarim,Zeri,Heimerdinger,Akali,Xayah,Lulu,Soraka,4.0,0.0,2.0,5.0,0.33,5.0,1.0,7.0,1.5,6.0,-3232.0,1.0,0.0,2.0,0.0,0,2,red
1393,4238,/match/jp/394500397,Sylas,Malphite,Vi,Hecarim,Akshan,Viktor,Jinx,Xayah,Lulu,Rakan,2.0,1.0,6.0,3.0,2.33,0.5,4.0,1.67,4.0,1.67,2993.0,0.0,0.0,0.0,1.0,1,1,blue
9182,523,/match/oce/566991391,Irelia,Illaoi,Bel'Veth,Nidalee,Sivir,Akshan,LeBlanc,Draven,Braum,Nautilus,1.0,3.0,3.0,6.0,3.0,2.0,2.0,7.0,2.67,1.5,-3230.0,1.0,0.0,2.0,0.0,1,1,blue
4934,2282,/match/tr/1403743419,Shen,Gwen,Hecarim,Master Yi,Pantheon,Irelia,Caitlyn,Jinx,Morgana,Soraka,6.0,0.33,4.0,0.75,5.0,3.0,0.67,4.0,1.5,3.0,134.0,0.0,0.0,2.0,0.0,1,1,red
9156,2541,/match/tr/1403573824,Kennen,Yone,Lee Sin,Ekko,Xayah,Yasuo,Tristana,Jinx,Thresh,Yuumi,3.0,0.0,16.0,0.67,4.0,0.67,1.75,0.8,12.0,1.0,6511.0,0.0,0.0,0.0,1.0,0,2,blue
9869,5999,/match/las/1292641172,Rammus,Singed,Wukong,Kha'Zix,Vex,Miss Fortune,Kai'Sa,LeBlanc,Blitzcrank,Thresh,1.0,2.0,3.5,3.5,0.6,2.5,2.0,3.0,1.0,2.67,-7913.0,1.0,0.0,1.0,1.0,1,1,red
2319,7829,/match/vn/82295189,Ornn,Qiyana,Ekko,Gragas,Veigar,Ahri,Ezreal,Jinx,Yuumi,Pantheon,0.33,3.0,5.0,7.0,0.5,3.0,1.0,8.0,3.0,1.6,-4146.0,0.0,0.0,1.0,0.0,0,1,red
7084,9149,/match/euw/6385572190,Camille,Vladimir,Bel'Veth,Rengar,Ahri,Zed,Samira,Xayah,Rell,Blitzcrank,2.0,0.0,2.67,1.33,3.5,1.25,4.0,1.0,8.0,1.0,1435.0,0.0,2.0,0.0,1.0,2,0,blue
4339,5872,/match/las/1292047628,Kayle,Illaoi,Viego,Gragas,Malzahar,Cassiopeia,Zeri,Ezreal,Janna,Maokai,3.0,0.33,3.0,5.0,1.0,1.0,1.0,5.0,1.0,1.5,-2015.0,1.0,0.0,0.0,2.0,1,1,red
972,3773,/match/euw/6384715047,K'Sante,Cho'Gath,Kha'Zix,Nidalee,Vex,Zed,Zeri,Lucian,Rakan,Sona,5.0,0.0,2.5,7.0,1.0,2.67,1.0,5.0,1.67,2.5,-1808.0,1.0,1.0,1.0,0.0,1,0,red
1352,5503,/match/lan/1382538800,Gragas,Teemo,Graves,Wukong,Zed,Vladimir,Veigar,Jinx,Yuumi,Milio,2.0,0.5,0.5,10.0,0.2,9.0,1.0,1.0,2.0,6.0,-3688.0,0.0,0.0,2.0,0.0,0,2,red
4372,9508,/match/vn/83677975,Olaf,Volibear,Evelynn,Kha'Zix,Yasuo,Vladimir,Twitch,Tristana,Pyke,Thresh,0.4,3.0,0.6,11.0,0.5,6.0,1.75,2.67,0.8,2.75,-11673.0,1.0,0.0,2.0,0.0,0,2,red
2764,3175,/match/eune/3358547346,Sett,Ornn,Rek'Sai,Fiddlesticks,Akali,Irelia,Jinx,Xayah,Karma,Soraka,1.5,1.33,1.2,4.0,1.0,8.0,3.0,0.33,6.0,2.5,-4305.0,1.0,1.0,1.0,1.0,1,1,red
7579,7110,/match/na/4643875044,Sett,K'Sante,Nidalee,Fiddlesticks,Sylas,Zed,Ezreal,Draven,Heimerdinger,Thresh,0.33,4.0,4.0,2.0,4.0,0.33,1.0,1.0,1.0,0.0,3714.0,0.0,1.0,0.0,1.0,2,0,red
1101,5246,/match/lan/1383510159,Sett,Aatrox,Ziggs,Karthus,Yone,Yasuo,Shaco,Jhin,Sona,Sylas,3.0,2.0,4.0,2.5,1.25,1.2,9.0,1.25,3.0,1.5,4502.0,0.0,1.0,1.0,0.0,2,0,blue
8914,6986,/match/na/4643920424,Jax,Sett,Kayn,Elise,Galio,Talon,Ezreal,Twitch,Yuumi,Amumu,0.2,6.0,0.67,9.0,0.33,4.5,0.67,2.5,1.5,3.5,-6279.0,2.0,0.0,2.0,0.0,0,2,red
6343,8082,/match/vn/81887782,Irelia,Darius,Lee Sin,Sylas,Ahri,Rumble,Jinx,Ezreal,Lulu,Ashe,1.2,1.67,0.8,1.75,1.33,4.0,2.0,0.75,3.5,4.0,-1379.0,1.0,1.0,0.0,1.0,0,2,red
17,653,/match/ph/11640587,Aatrox,Pantheon,Kha'Zix,Udyr,Ahri,LeBlanc,Jinx,Samira,Sona,Blitzcrank,0.2,7.0,0.8,6.0,3.0,2.33,1.0,2.0,1.0,5.0,-6575.0,1.0,0.0,1.0,1.0,0,2,red
3835,3154,/match/eune/3355625782,Maokai,Veigar,Nocturne,Sejuani,Morgana,Teemo,Caitlyn,Ashe,Katarina,Blitzcrank,2.0,0.25,1.0,12.0,1.75,2.75,1.0,3.0,2.0,2.5,-2000.0,1.0,0.0,2.0,0.0,2,0,blue
8383,8779,/match/eune/3358841281,Darius,Gwen,Kha'Zix,Hecarim,Yone,Cassiopeia,Ezreal,Xayah,Senna,Nidalee,0.75,1.0,3.0,5.0,4.0,1.0,2.0,4.0,0.5,2.0,135.0,1.0,1.0,1.0,1.0,1,1,blue
64,1996,/match/tr/1404155581,Sylas,Malphite,Sejuani,Hecarim,Yone,Fizz,Varus,Zeri,Ashe,Lulu,5.0,1.0,0.67,4.0,1.33,1.0,0.33,10.0,0.75,10.0,-559.0,0.0,1.0,0.0,1.0,0,1,red
3891,9339,/match/ru/440423017,Gangplank,K'Sante,Bel'Veth,Elise,Karma,Zed,Jinx,Cho'Gath,Morgana,Senna,2.0,0.5,0.5,4.0,1.5,7.0,1.25,3.0,1.0,2.33,-3527.0,1.0,0.0,0.0,1.0,1,1,red
9903,9451,/match/vn/83799272,Kled,Yone,Gragas,Nidalee,K'Sante,Varus,Caitlyn,Ezreal,Lux,Karma,0.75,1.67,4.0,2.0,9.0,0.33,6.0,0.0,6.0,0.33,4070.0,0.0,0.0,1.0,0.0,1,1,blue
5935,8438,/match/br/2722058588,Alistar,K'Sante,Gragas,Nunu & Willump,Cassiopeia,Pantheon,Ezreal,Jinx,Karma,Nami,0.0,5.0,2.0,4.0,1.67,2.0,2.5,1.5,0.67,5.0,-2329.0,0.0,0.0,1.0,0.0,0,1,red
9606,1040,/match/ph/11030935,Sion,Ornn,Karthus,Ivern,Twisted Fate,Ahri,Xayah,Jinx,Milio,Xerath,0.0,4.0,0.67,7.0,1.0,6.0,1.0,2.0,1.0,4.0,-5003.0,1.0,0.0,1.0,1.0,0,1,red
6572,676,/match/ph/11190245,Shaco,Riven,Cho'Gath,Kayn,Gangplank,Syndra,Ezreal,Ziggs,Thresh,Lux,2.0,5.0,0.2,6.0,2.0,1.0,2.33,3.0,4.0,0.5,-2051.0,0.0,0.0,0.0,1.0,1,1,blue
6076,754,/match/ph/10832002,Yone,Ornn,Lee Sin,Udyr,Katarina,Lux,Sett,Xayah,Sivir,Thresh,1.0,1.0,5.0,7.0,0.0,2.0,1.0,3.5,1.67,8.0,-3834.0,1.0,0.0,0.0,1.0,1,1,red
1825,5426,/match/lan/1383004119,Soraka,Jax,Nunu & Willump,Fiddlesticks,Kassadin,Akshan,Kai'Sa,Vayne,Blitzcrank,Zilean,0.4,10.0,0.4,7.0,0.4,6.0,1.33,4.0,1.0,8.0,-12031.0,5.0,0.0,1.0,1.0,0,2,red
9883,4352,/match/kr/6476295086,Poppy,Dr. Mundo,Xin Zhao,Lee Sin,Taliyah,LeBlanc,Xayah,Jinx,Blitzcrank,Rakan,2.5,0.4,3.67,4.0,1.67,2.67,8.0,1.5,3.5,1.6,5019.0,0.0,1.0,0.0,2.0,2,0,blue
9416,9396,/match/tr/1404609370,Aatrox,Olaf,Gragas,Kindred,Yasuo,Vladimir,Kai'Sa,Ezreal,Bard,Annie,3.0,1.0,2.67,0.25,2.5,1.5,1.25,2.5,11.0,1.25,240.0,2.0,1.0,1.0,0.0,1,1,red
3608,513,/match/oce/567031019,Pantheon,K'Sante,Bel'Veth,Fiddlesticks,Aphelios,Yasuo,Syndra,Twitch,Blitzcrank,Lulu,6.0,0.2,3.67,1.33,1.5,1.33,1.75,1.6,2.25,5.0,1957.0,1.0,1.0,0.0,1.0,1,1,red
9399,3932,/match/euw/6381944210,Aatrox,Olaf,Jarvan IV,Mordekaiser,Galio,LeBlanc,Xayah,Caitlyn,Karma,Nidalee,1.67,0.75,7.0,1.0,4.0,4.0,2.75,1.5,6.0,1.0,-2205.0,0.0,0.0,2.0,0.0,0,2,red
9154,533,/match/oce/566939513,Zilean,Yone,Graves,Pantheon,Karma,Akali,Twitch,Ezreal,Sion,Lux,1.0,1.0,2.5,2.0,4.0,2.0,1.5,1.5,0.5,4.0,919.0,0.0,1.0,0.0,2.0,1,1,blue
1090,5268,/match/lan/1382049145,Rengar,Shen,Vi,Warwick,Katarina,Galio,Ashe,Kai'Sa,Milio,Renata Glasc,3.0,1.5,0.5,3.67,0.33,10.0,1.0,5.0,0.5,9.0,-371.0,0.0,1.0,1.0,1.0,2,0,red
2813,9269,/match/oce/568284572,Irelia,Aatrox,Kha'Zix,Karthus,Lux,Brand,Ezreal,Lee Sin,Neeko,Nautilus,1.0,1.33,4.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,3252.0,0.0,1.0,1.0,0.0,2,0,red
3531,5310,/match/lan/1381593851,Volibear,Riven,Trundle,Xayah,Syndra,LeBlanc,Jinx,Lulu,Thresh,Kayn,2.0,2.0,2.5,2.0,0.67,4.0,3.0,1.0,4.0,1.0,-172.0,0.0,0.0,1.0,0.0,0,1,red
7169,9705,/match/eune/3363759065,Cho'Gath,Ornn,Amumu,Xin Zhao,Cassiopeia,Lissandra,Jinx,Xayah,Nami,Thresh,0.0,2.0,5.0,2.0,0.5,5.0,1.0,6.0,2.0,1.33,-6763.0,2.0,0.0,2.0,0.0,0,2,blue
4395,8475,/match/br/2722406614,Sion,Gwen,Kayn,Wukong,Viktor,Ahri,Miss Fortune,Zeri,Milio,Lux,1.5,0.33,2.33,4.0,0.33,5.0,3.0,6.0,1.33,1.33,1571.0,0.0,1.0,1.0,1.0,1,0,blue
8096,3234,/match/eune/3358684138,Malphite,Rumble,Nunu & Willump,Rengar,Karthus,Aurelion Sol,Vayne,Xayah,Blitzcrank,Zilean,3.0,0.25,2.5,3.0,1.0,7.0,1.0,4.0,2.5,2.0,-1505.0,1.0,0.0,1.0,1.0,1,0,red
9169,9881,/match/kr/6478442805,Rengar,Pantheon,Kha'Zix,Kindred,Singed,Swain,Jinx,Aphelios,Neeko,Nautilus,1.25,0.4,2.0,10.0,1.0,2.0,0.4,7.0,0.43,14.0,-9414.0,1.0,0.0,1.0,1.0,1,1,red
10000,6988,/match/na/4643902691,Riven,K'Sante,Udyr,Nidalee,Xerath,Lux,Jinx,Xayah,Leona,Talon,0.0,0.0,0.67,3.0,3.0,5.0,0.67,6.0,0.5,8.0,-7338.0,1.0,0.0,0.0,1.0,0,2,blue
74,8534,/match/eune/3358980722,Pantheon,Darius,Kindred,Gragas,Qiyana,Zed,Ezreal,Draven,Janna,Karma,1.0,3.0,5.0,2.0,5.0,0.5,0.25,1.5,4.0,3.0,-2721.0,1.0,1.0,0.0,1.0,0,1,blue
2870,9113,/match/euw/6385621502,Aatrox,Maokai,Kayn,Talon,Corki,LeBlanc,Sivir,Kai'Sa,Seraphine,Milio,1.2,3.0,0.33,5.0,0.5,1.0,0.5,5.0,0.5,3.0,-2774.0,1.0,0.0,1.0,0.0,0,1,red
9892,7987,/match/vn/79188293,Jayce,K'Sante,Volibear,Graves,Heimerdinger,Lissandra,Ezreal,Ashe,Twitch,Yuumi,0.5,2.0,4.5,1.67,7.0,0.0,2.5,2.25,3.0,3.0,-718.0,0.0,1.0,0.0,2.0,0,2,blue
21,711,/match/ph/11538963,Akshan,Tryndamere,Ekko,Sylas,Gwen,Ahri,Miss Fortune,Caitlyn,Blitzcrank,Lux,3.0,0.5,5.0,0.5,0.0,1.0,3.0,1.0,6.0,0.33,8155.0,0.0,1.0,0.0,1.0,2,0,blue
7137,7534,/match/vn/82442429,Vladimir,Mordekaiser,Sylas,Viego,Orianna,Yasuo,Xayah,Zeri,Rakan,Lulu,4.0,0.0,2.33,5.0,6.0,0.2,7.0,3.0,1.75,1.25,584.0,1.0,0.0,2.0,0.0,0,2,blue
3966,9943,/match/lan/1384511057,Darius,Wukong,Evelynn,Kindred,Irelia,Veigar,Kai'Sa,Ezreal,Blitzcrank,Milio,4.0,1.0,4.5,1.5,7.0,0.0,3.0,1.33,6.0,1.25,8389.0,0.0,2.0,1.0,1.0,2,0,blue
8552,6461,/match/na/4645001494,Akshan,Jayce,Udyr,Maokai,Cho'Gath,Zoe,Vayne,Darius,Milio,Kai'Sa,1.67,1.0,0.5,7.0,0.33,5.0,0.5,4.0,1.0,3.0,-3475.0,0.0,0.0,0.0,1.0,0,2,red
9744,9702,/match/eune/3363778395,Darius,Sett,Kha'Zix,Trundle,Seraphine,Jayce,Kai'Sa,Jhin,Amumu,Blitzcrank,1.0,1.0,1.33,5.5,1.67,4.5,3.5,4.5,0.83,3.33,-4953.0,0.0,0.0,2.0,0.0,0,2,red
6412,3031,/match/tw/62850723,Sion,Renekton,Bel'Veth,Elise,Lux,Akali,Lucian,Ashe,Milio,Thresh,0.0,3.0,5.0,7.0,0.6,1.67,2.5,3.0,2.0,1.33,-3950.0,0.0,0.0,0.0,0.0,0,2,red
5310,9504,/match/vn/83708597,Teemo,Gragas,Sylas,Lee Sin,Lux,Gangplank,Lucian,Caitlyn,Nautilus,Malzahar,2.5,0.75,5.0,4.0,0.33,2.5,2.0,2.0,2.0,0.67,-2854.0,0.0,0.0,0.0,1.0,0,1,red
5578,4304,/match/jp/394389042,K'Sante,Dr. Mundo,Lee Sin,Jarvan IV,Cassiopeia,Sylas,Vayne,Xayah,Alistar,Thresh,3.0,2.0,1.8,2.8,3.33,2.0,0.75,12.0,0.8,3.33,-3405.0,1.0,0.0,1.0,0.0,1,1,red
4707,4343,/match/kr/6476514085,Aatrox,Akali,Rammus,Kindred,Ahri,Jayce,Ezreal,Jinx,Rakan,Volibear,5.0,0.0,3.0,3.0,1.0,2.0,1.5,1.5,4.0,2.0,1808.0,0.0,1.0,1.0,0.0,2,0,blue
6353,4007,/match/euw/6381507478,Kennen,Jax,Kha'Zix,Ekko,Ahri,Yone,Vayne,Jinx,Milio,Pyke,2.0,0.5,11.0,1.0,4.5,0.4,2.5,0.75,2.0,1.0,7980.0,0.0,2.0,0.0,1.0,2,0,blue
2065,5229,/match/lan/1383568911,Singed,Sion,Hecarim,Evelynn,Heimerdinger,Ezreal,Jhin,Twitch,Blitzcrank,Nautilus,1.0,1.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,0.67,1473.0,0.0,0.0,0.0,1.0,0,2,blue
