link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference_at_20_minutes,turret_difference_at_20_minutes,dragon_difference_at_20_minutes,KDA_blue,KDA_red,Blue_Heralds_killed,Red_Heralds_killed,Team_Win,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red
/match/lan/1381601881,Riven,Darius,Kha'Zix,Ekko,Vladimir,Zed,Xayah,Ezreal,Blitzcrank,Rakan,-3344.0,-2.0,0.0,49 / 43 / 63,43 / 49 / 50,2,0,blue,1.75,1.5,1.4,5.0,1.5,1.8,1.8,3.25,1.33,2.8
/match/lan/1381592990,Urgot,Gnar,Graves,Hecarim,Ziggs,Fizz,Jinx,Ezreal,Nami,Yuumi,-2716.0,1.0,-2.0,21 / 36 / 36,35 / 21 / 46,0,2,red,2.0,0.83,1.2,3.67,0.75,7.0,0.4,9.0,0.67,9.0
/match/lan/1381574702,Sion,Urgot,Kha'Zix,Skarner,Lux,Lissandra,Jinx,Lucian,Bard,Nami,-5191.0,-3.0,-1.0,26 / 41 / 41,41 / 26 / 59,0,2,red,0.67,1.5,1.25,7.0,5.0,3.5,1.6,2.33,4.0,3.5
/match/lan/1381555921,Cho'Gath,Riven,Lillia,Kindred,Pantheon,Jayce,Ezreal,Jhin,Blitzcrank,Amumu,6622.0,3.0,0.0,47 / 28 / 73,28 / 47 / 53,1,1,blue,1.75,1.0,7.0,1.25,10.0,1.67,16.0,0.8,3.5,1.17
/match/lan/1381554985,Urgot,Kled,Kindred,Lee Sin,Veigar,Syndra,Kai'Sa,Aphelios,Lulu,Gragas,-2465.0,-1.0,-1.0,32 / 21 / 71,21 / 33 / 33,1,0,blue,1.0,5.5,1.6,3.0,1.5,5.0,3.0,1.2,2.67,4.5
/match/lan/1381553985,Malphite,Riven,Lee Sin,Sylas,Gangplank,Vladimir,Ziggs,Xayah,Lulu,Rakan,-1766.0,0.0,0.0,10 / 28 / 18,28 / 10 / 35,1,1,red,0.75,3.5,1.5,3.5,1.0,2.0,1.33,6.0,1.33,6.0
/match/lan/1381555195,Jayce,Teemo,Graves,Kindred,Lissandra,Ahri,Ezreal,Kai'Sa,Morgana,Karma,1941.0,3.0,0.0,30 / 23 / 42,23 / 30 / 31,2,0,blue,1.25,3.0,4.0,1.71,2.0,9.0,4.0,0.75,1.17,2.67
/match/lan/1381557066,Ornn,Katarina,Graves,Caitlyn,Talon,Viktor,Kai'Sa,Warwick,Lux,Thresh,7731.0,1.0,1.0,51 / 20 / 53,20 / 51 / 28,2,0,blue,8.0,0.5,10.0,0.71,4.33,0.67,2.0,1.8,2.5,1.4
/match/lan/1381551468,K'Sante,Riven,Lee Sin,Kindred,Ekko,Zed,Kai'Sa,Jinx,Annie,Swain,4868.0,4.0,3.0,32 / 21 / 68,21 / 32 / 31,1,1,blue,3.0,3.5,3.2,3.2,2.2,2.25,9.0,2.0,2.83,1.29
/match/lan/1381540296,Irelia,Sejuani,Zac,Kha'Zix,Yone,Malzahar,Aphelios,Jinx,Lulu,Milio,2261.0,1.0,1.0,31 / 18 / 56,18 / 31 / 38,2,0,blue,8.0,0.67,5.0,2.0,1.0,1.5,1.0,2.0,3.0,2.0
/match/lan/1381539147,Irelia,Sett,Morgana,Nunu & Willump,Vex,Katarina,Xayah,Jhin,Thresh,Nautilus,-4133.0,1.0,-3.0,16 / 41 / 26,41 / 16 / 62,0,2,red,0.67,1.0,0.83,14.0,0.88,3.75,4.0,10.0,0.4,5.0
/match/lan/1381528716,Mordekaiser,Malphite,Kayn,Nunu & Willump,Lux,Viktor,Varus,Aphelios,Karma,Brand,-4483.0,-3.0,-3.0,17 / 28 / 30,28 / 17 / 36,2,0,red,2.5,1.0,1.5,2.5,1.25,4.0,1.0,9.0,1.5,4.0
/match/lan/1381526463,Shen,Gragas,Kha'Zix,Graves,Lux,Jayce,Jinx,Vayne,Blitzcrank,Bard,-110.0,-3.0,2.0,44 / 32 / 78,31 / 44 / 37,1,1,blue,1.2,5.0,1.5,2.67,3.5,0.8,3.75,1.0,3.25,1.0
/match/lan/1381527169,Teemo,Fiora,Jarvan IV,Bel'Veth,Ziggs,Orianna,Jinx,Vayne,Milio,Senna,-2061.0,-1.0,2.0,23 / 36 / 40,36 / 23 / 44,0,2,red,0.83,1.0,1.0,5.0,5.0,1.0,5.0,1.0,6.0,3.0
/match/lan/1381513188,Fiora,Shen,Lillia,Hecarim,Vex,Cassiopeia,Kai'Sa,Jhin,Thresh,Senna,-2220.0,1.0,-2.0,26 / 40 / 23,40 / 26 / 54,2,0,red,2.75,0.67,3.0,2.5,1.5,7.0,1.75,9.0,0.8,2.75
/match/lan/1381509543,Ornn,Aatrox,Vi,Hecarim,Fizz,Yasuo,Draven,Ziggs,Thresh,Alistar,-4037.0,-3.0,-3.0,18 / 28 / 36,28 / 19 / 46,0,2,red,0.0,9.0,3.0,3.0,3.0,1.0,3.5,6.0,2.5,1.4
/match/lan/1381505609,Riven,Camille,Viego,Jarvan IV,Veigar,Annie,Ezreal,Jhin,Senna,Blitzcrank,-3757.0,-2.0,-3.0,21 / 37 / 39,37 / 21 / 71,0,2,red,1.75,2.0,2.0,5.67,3.0,3.0,1.67,18.0,2.4,2.17
/match/lan/1381492540,Urgot,Sion,Viego,Graves,Kennen,Yasuo,Zeri,Jinx,Lulu,Zilean,-1313.0,-3.0,-1.0,48 / 29 / 93,29 / 50 / 46,0,1,blue,0.5,1.17,4.67,4.33,5.0,2.5,3.67,1.4,4.0,2.2
/match/lan/1381491097,Darius,Volibear,Veigar,Vi,Xin Zhao,Vladimir,Xayah,Ezreal,Milio,Pyke,-2572.0,-1.0,-1.0,30 / 24 / 37,24 / 30 / 32,1,1,blue,0.5,1.5,0.8,1.0,3.33,2.67,3.0,7.0,0.6,11.0
/match/lan/1381486000,Vayne,Malphite,Viego,Hecarim,Zed,Lissandra,Veigar,Miss Fortune,Renata Glasc,Pyke,-4715.0,-1.0,-1.0,21 / 36 / 33,36 / 21 / 43,1,1,red,0.0,9.0,5.0,4.0,1.5,3.0,1.5,1.0,5.0,1.5
/match/lan/1381480762,Riven,Irelia,Zac,Hecarim,Ahri,Ekko,Jhin,Vayne,Senna,Milio,-1492.0,-2.0,-2.0,33 / 42 / 62,42 / 33 / 72,2,0,red,2.33,1.67,1.0,3.0,3.0,6.0,0.8,2.0,1.4,9.0
/match/lan/1381475872,Fiora,Garen,Vi,Zac,Cassiopeia,Lissandra,Ashe,Ezreal,Janna,Thresh,5434.0,2.0,0.0,26 / 15 / 42,15 / 26 / 23,2,0,blue,2.0,1.0,7.0,1.0,4.0,0.6,2.5,4.0,3.0,1.5
/match/lan/1381475767,Shen,Darius,Nunu & Willump,Master Yi,Kayn,Gragas,Kog'Maw,Varus,Thresh,Anivia,-6398.0,-4.0,-1.0,34 / 38 / 64,38 / 34 / 53,0,2,red,2.0,8.0,2.25,7.0,2.67,2.5,2.33,2.0,1.0,2.0
/match/lan/1381476070,Pantheon,Singed,Sejuani,Skarner,Seraphine,Syndra,Vayne,Samira,Blitzcrank,Alistar,-278.0,0.0,1.0,39 / 17 / 73,17 / 39 / 18,1,1,blue,1.17,6.0,18.0,6.0,9.0,1.0,6.0,0.33,6.0,0.43
/match/lan/1381475226,Camille,Ornn,Amumu,Hecarim,Malzahar,Vladimir,Vayne,Tristana,Lulu,Yuumi,-3491.0,0.0,1.0,16 / 34 / 19,34 / 17 / 69,2,0,red,1.0,2.0,0.75,5.0,0.5,6.0,0.17,5.5,2.5,11.0
/match/lan/1381472338,Renekton,Jax,Fiddlesticks,Master Yi,Yone,Sylas,Jinx,Zeri,Lulu,Karma,-4645.0,-2.0,-1.0,26 / 35 / 38,35 / 26 / 43,2,0,red,0.5,2.0,3.0,11.0,1.5,1.33,1.83,2.25,2.5,1.67
/match/lan/1381465418,Udyr,Quinn,Lee Sin,Lillia,Yasuo,Syndra,Caitlyn,Ezreal,Morgana,Thresh,-7759.0,-3.0,-2.0,12 / 38 / 24,38 / 12 / 56,0,2,red,1.0,3.5,0.75,7.0,0.4,9.0,0.25,9.0,0.5,11.0
/match/lan/1381455634,Darius,Shen,Warwick,Kayn,Aurelion Sol,Kayle,Aphelios,Jinx,Milio,Morgana,-5231.0,0.0,-2.0,9 / 23 / 12,23 / 9 / 48,1,1,red,3.0,3.0,0.67,3.5,1.0,1.5,0.0,3.0,0.0,3.0
/match/lan/1381450343,Riven,Jayce,Amumu,Viego,Ziggs,Viktor,Zeri,Caitlyn,Yuumi,Lulu,3739.0,2.0,0.0,32 / 10 / 45,10 / 32 / 13,2,0,blue,6.0,0.75,3.33,1.33,3.0,2.0,9.0,0.25,9.0,0.2
/match/lan/1381445429,Gwen,Ornn,Lillia,Orianna,Vladimir,Viego,Xayah,Caitlyn,Morgana,Maokai,-4857.0,-2.0,-3.0,27 / 29 / 46,29 / 27 / 52,1,1,red,2.0,0.75,0.5,8.0,0.5,6.0,0.2,3.5,3.0,3.0
/match/lan/1381442327,Gangplank,Mordekaiser,Evelynn,Kindred,Zed,Gragas,Ezreal,Tristana,Shaco,Rakan,-3952.0,-1.0,-3.0,21 / 36 / 32,35 / 22 / 33,1,0,red,1.0,3.0,1.0,2.0,1.5,2.5,5.0,1.0,1.5,2.0
/match/lan/1381437939,Malphite,Dr. Mundo,Ekko,Viego,Lissandra,Fizz,Jinx,Varus,Alistar,Renata Glasc,1389.0,0.0,-2.0,38 / 24 / 56,24 / 38 / 45,1,1,blue,1.33,3.5,4.67,1.6,1.67,1.0,4.33,2.25,2.5,3.0
/match/lan/1381435208,Garen,Vayne,Lillia,Hecarim,Jayce,Ziggs,Sivir,Ezreal,Xerath,Lux,1085.0,1.0,-2.0,30 / 41 / 39,41 / 30 / 48,2,0,red,3.5,0.5,3.0,1.8,0.14,8.0,1.33,4.0,4.0,4.0
/match/lan/1381435001,Sett,Fiora,Kha'Zix,Viego,Karma,LeBlanc,Ezreal,Jinx,Xerath,Pyke,4427.0,3.0,3.0,35 / 30 / 39,29 / 35 / 40,1,1,blue,0.8,1.2,3.33,3.5,2.67,2.5,3.0,0.88,2.5,2.33
/match/lan/1381426047,Kennen,Sion,Kha'Zix,Graves,Pantheon,Gragas,Draven,Jinx,Taliyah,Seraphine,5971.0,1.0,0.0,25 / 14 / 47,14 / 25 / 26,1,1,blue,1.33,1.0,5.5,0.4,6.0,5.0,4.0,6.0,10.0,0.67
/match/lan/1381420675,Sion,Ryze,Udyr,Graves,Aurelion Sol,Ahri,Sivir,Karthus,Milio,Blitzcrank,-5258.0,-4.0,-2.0,31 / 45 / 42,45 / 32 / 65,0,1,red,1.75,0.29,3.0,14.0,1.5,3.0,0.88,3.2,1.0,4.0
/match/lan/1381413572,Shen,Malphite,Viego,Lillia,Katarina,Jayce,Kog'Maw,Jinx,Karma,Milio,-2196.0,-1.0,-1.0,19 / 25 / 20,25 / 19 / 45,1,1,red,2.0,2.0,6.0,3.5,4.5,0.29,1.33,1.0,1.67,4.0
/match/lan/1381408791,Annie,Jax,Graves,Diana,Camille,Vladimir,Ezreal,Jhin,Lux,Senna,-5004.0,-2.0,-1.0,16 / 28 / 22,28 / 16 / 36,0,2,red,1.0,3.0,4.5,8.0,0.5,3.0,1.67,3.0,2.67,2.0
/match/lan/1381399730,Irelia,Zac,Nunu & Willump,Kindred,Vladimir,Ahri,Sivir,Jinx,Soraka,Zyra,-1030.0,-2.0,-1.0,31 / 29 / 49,28 / 31 / 38,0,2,blue,1.0,4.5,1.33,1.75,5.0,2.0,2.0,2.0,0.5,3.5
/match/lan/1381398848,Anivia,Aphelios,Fiora,Pantheon,Jarvan IV,Taric,Caitlyn,Warwick,Twisted Fate,Gangplank,-1648.0,-1.0,-2.0,26 / 39 / 46,39 / 26 / 34,1,1,red,4.0,0.8,0.0,10.0,1.67,6.0,3.67,0.0,2.67,2.67
/match/lan/1381393560,Yorick,Heimerdinger,Fiddlesticks,Sylas,Qiyana,Veigar,Ezreal,Varus,Morgana,Lux,-8499.0,-4.0,-2.0,19 / 35 / 22,35 / 19 / 29,1,1,red,0.8,5.0,0.67,3.0,5.0,0.33,0.75,1.2,0.75,10.0
/match/lan/1381387155,Katarina,Camille,Kha'Zix,Warwick,Cassiopeia,Malphite,Jinx,Jhin,Yuumi,Thresh,-7758.0,-5.0,-2.0,19 / 37 / 31,37 / 19 / 42,0,2,red,1.0,1.4,2.67,6.5,0.4,4.5,1.25,6.0,1.33,3.5
/match/lan/1381383921,Illaoi,Riven,Kha'Zix,Master Yi,Zoe,Ekko,Jinx,Ashe,Lulu,Milio,-8830.0,-3.0,-2.0,17 / 40 / 18,40 / 17 / 48,1,1,red,1.0,1.5,1.25,7.0,1.0,3.0,0.67,5.0,1.67,7.5
/match/lan/1381379544,Dr. Mundo,Illaoi,Lee Sin,Kayn,Sylas,Syndra,Samira,Jinx,Karma,Milio,-4642.0,-2.0,0.0,22 / 34 / 24,34 / 22 / 59,1,1,red,2.0,0.67,2.5,2.5,4.0,1.33,0.67,5.5,2.0,9.0
/match/lan/1381374983,K'Sante,Jax,Jarvan IV,Qiyana,Syndra,Sylas,Caitlyn,Jhin,Yuumi,Zilean,2106.0,3.0,0.0,20 / 36 / 31,36 / 20 / 67,2,0,red,1.0,2.0,1.5,4.0,0.57,3.33,3.0,3.0,2.0,3.0
/match/lan/1381370327,Quinn,Gragas,Ekko,Jarvan IV,Aurelion Sol,Yasuo,Aphelios,Vayne,Leona,Nami,2766.0,1.0,2.0,36 / 23 / 59,23 / 36 / 30,1,0,blue,5.0,1.0,3.25,2.75,3.5,0.86,2.2,2.25,4.67,1.67
/match/lan/1381357470,Malphite,Rengar,Amumu,Olaf,Swain,Akali,Kai'Sa,Jinx,Morgana,Nami,-3753.0,-3.0,2.0,25 / 23 / 57,23 / 25 / 48,0,2,blue,0.0,3.0,2.0,3.0,6.0,2.0,2.0,1.33,1.0,3.0
/match/lan/1381352458,Zac,Malphite,Warwick,Vi,Zilean,Corki,Sivir,Miss Fortune,Renata Glasc,Annie,6825.0,3.0,2.0,40 / 20 / 55,20 / 40 / 18,2,0,blue,3.0,0.4,3.0,1.6,6.0,1.0,3.75,1.33,2.33,0.8
/match/lan/1381349420,Sion,Malphite,Lillia,Lee Sin,Ahri,Yasuo,Samira,Aphelios,Morgana,Blitzcrank,-4040.0,-3.0,-1.0,32 / 34 / 72,34 / 32 / 54,1,1,blue,3.0,1.33,3.0,5.5,1.0,2.2,0.4,5.5,3.0,14.0
/match/lan/1381344190,Gwen,Kayle,Shaco,Jarvan IV,Zed,Yasuo,Ezreal,Caitlyn,Rakan,Brand,-4609.0,-1.0,-2.0,24 / 26 / 25,26 / 24 / 38,1,1,red,0.2,2.67,9.0,9.0,1.33,6.0,5.5,0.0,5.5,1.2
/match/lan/1381341394,Gwen,Illaoi,Diana,Skarner,Yone,Syndra,Xayah,Lucian,Nami,Milio,-4409.0,-2.0,-2.0,24 / 29 / 57,29 / 25 / 50,0,2,red,2.5,1.0,1.5,5.0,2.0,5.0,2.33,1.67,3.5,1.67
/match/lan/1381330099,K'Sante,Malphite,Rek'Sai,Lillia,LeBlanc,Malzahar,Jinx,Aphelios,Thresh,Janna,8130.0,3.0,1.0,43 / 27 / 61,27 / 43 / 55,2,0,blue,2.0,1.33,3.67,2.25,2.33,0.4,5.5,0.71,13.0,3.0
/match/lan/1381317351,Riven,Heimerdinger,Fiddlesticks,Lee Sin,Yone,Zed,Ezreal,Jinx,Yuumi,Brand,-3883.0,-5.0,1.0,28 / 19 / 48,19 / 28 / 20,1,1,blue,2.33,1.67,4.5,1.33,0.8,3.0,0.0,4.0,3.5,2.0
/match/lan/1381297301,Neeko,Fiora,Master Yi,Nunu & Willump,Kled,Vladimir,Jinx,Zeri,Seraphine,Nautilus,-753.0,2.0,0.0,20 / 37 / 36,37 / 20 / 58,2,0,red,1.0,12.0,1.6,2.0,1.8,4.0,3.0,1.8,3.5,4.67
/match/lan/1381272432,Mordekaiser,Olaf,Nidalee,Graves,Viktor,Katarina,Ezreal,Aphelios,Nautilus,Zilean,2328.0,1.0,1.0,26 / 19 / 20,18 / 27 / 15,0,2,red,0.25,1.5,1.5,0.75,12.0,0.5,6.0,0.6,8.0,0.67
/match/lan/1381263325,Jayce,Sion,Vi,Ekko,Cassiopeia,Viktor,Jinx,Jhin,Senna,Brand,-7773.0,-3.0,-1.0,18 / 35 / 14,35 / 18 / 51,0,2,red,0.67,1.2,3.0,5.5,3.0,6.0,0.43,9.0,1.0,2.25
/match/lan/1381249552,K'Sante,Camille,Jarvan IV,Fiddlesticks,Sylas,Viktor,Ezreal,Jhin,Seraphine,Zilean,-210.0,1.0,0.0,17 / 31 / 19,31 / 17 / 43,2,0,red,0.75,4.0,11.0,4.0,1.33,0.6,1.75,3.0,1.0,1.67
/match/lan/1381226451,Ryze,Fiora,Wukong,Rengar,Sion,Syndra,Twitch,Varus,Zilean,Rakan,-2142.0,0.0,-2.0,37 / 34 / 80,33 / 37 / 63,1,1,blue,2.0,7.0,3.0,2.2,1.75,1.33,3.0,2.33,3.33,3.0
/match/lan/1381191964,Yasuo,Malphite,Viego,Kindred,Diana,Orianna,Caitlyn,Ezreal,Thresh,Heimerdinger,-468.0,-2.0,-1.0,34 / 30 / 56,30 / 35 / 54,0,2,blue,1.5,1.6,3.0,1.8,1.75,4.0,1.5,7.5,2.25,3.0
/match/lan/1381190868,Mordekaiser,Tryndamere,Kayn,Hecarim,Sylas,Anivia,Sivir,Twitch,Swain,Renata Glasc,-6031.0,-4.0,0.0,19 / 39 / 24,39 / 19 / 46,1,1,red,1.2,2.25,1.0,4.0,0.8,3.0,2.0,3.0,1.0,2.5
/match/lan/1381193348,Ornn,Illaoi,Nocturne,Maokai,Ahri,Veigar,Xayah,Jinx,Zilean,Janna,-569.0,-2.0,-1.0,35 / 29 / 58,29 / 36 / 50,2,0,red,3.0,0.0,2.33,2.0,2.67,0.8,2.33,2.67,9.0,4.5
/match/lan/1381185084,Kayle,Illaoi,Ekko,Lillia,Irelia,Kassadin,Draven,Aphelios,Rakan,Zilean,551.0,1.0,-1.0,37 / 30 / 52,29 / 38 / 41,2,0,blue,10.0,1.5,2.0,3.0,2.0,1.4,0.43,4.33,1.67,4.33
/match/lan/1381167177,Sion,Irelia,Viego,Graves,Azir,LeBlanc,Xayah,Jinx,Rakan,Soraka,5015.0,1.0,-1.0,32 / 15 / 61,15 / 32 / 22,0,2,blue,2.0,1.67,10.0,1.0,9.0,0.67,12.0,1.25,5.33,1.0
/match/lan/1381158532,Sylas,Amumu,Lillia,Gwen,Yuumi,Aphelios,Ezreal,Jayce,Gangplank,Thresh,2996.0,1.0,1.0,38 / 22 / 75,21 / 38 / 37,2,0,blue,3.25,3.0,6.0,1.8,3.5,2.67,2.0,2.67,8.0,0.0
/match/lan/1381151560,Urgot,Jax,Zac,Udyr,Yasuo,Ahri,Ezreal,Jhin,Rakan,Zilean,3360.0,2.0,1.0,37 / 37 / 54,37 / 37 / 69,1,1,red,1.0,1.67,4.5,6.0,2.0,1.0,9.0,1.0,2.25,2.5
/match/lan/1381148793,Darius,Corki,Kha'Zix,Hecarim,Vel'Koz,Katarina,Samira,Cho'Gath,Alistar,Karma,2292.0,1.0,-2.0,26 / 34 / 33,34 / 27 / 53,2,0,red,2.0,1.0,5.0,3.0,4.5,2.0,1.0,3.0,1.5,4.0
/match/lan/1381141240,Kayle,Urgot,Kha'Zix,Vi,Zed,Viktor,Neeko,Ezreal,Renata Glasc,Blitzcrank,-5029.0,-2.0,2.0,21 / 30 / 25,30 / 21 / 37,0,2,red,0.5,9.0,1.33,3.0,1.67,0.5,1.5,4.0,0.6,6.5
/match/lan/1381138453,Tahm Kench,Gwen,Lee Sin,Kayn,Vladimir,Fizz,Jinx,Jhin,Milio,Senna,-1182.0,1.0,2.0,36 / 22 / 57,22 / 36 / 34,2,0,blue,4.0,0.33,3.5,4.5,6.0,1.0,1.0,2.33,2.33,2.25
/match/lan/1381122375,Renekton,Neeko,Vi,Jarvan IV,Galio,Zed,Vayne,Jhin,Brand,Yuumi,1265.0,0.0,3.0,34 / 21 / 49,21 / 34 / 29,2,0,blue,2.0,8.0,3.33,1.75,6.5,1.0,1.75,1.4,2.67,1.75
/match/lan/1381110910,Vayne,Ornn,Maokai,Kha'Zix,Rumble,Ezreal,Kai'Sa,Syndra,Nami,Yuumi,5777.0,2.0,-2.0,29 / 17 / 52,17 / 29 / 30,2,0,blue,0.5,1.5,5.5,2.0,10.0,0.4,7.0,2.0,1.75,3.5
/match/lan/1381106861,Yone,Neeko,Kha'Zix,Nocturne,Aurelion Sol,Cassiopeia,Jhin,Draven,Morgana,Milio,2247.0,0.0,1.0,37 / 17 / 59,17 / 37 / 16,0,2,blue,0.57,1.2,11.0,1.0,8.0,0.67,6.0,0.67,3.5,1.0
/match/lan/1381100982,Ornn,Olaf,Ekko,Ivern,Viktor,Jinx,Twitch,Anivia,Janna,Renata Glasc,-3732.0,-2.0,0.0,8 / 29 / 17,29 / 8 / 65,0,2,red,1.5,2.0,1.5,5.0,1.0,3.0,1.0,1.0,3.0,3.0
/match/lan/1381098269,Fiora,Trundle,Sejuani,Amumu,Akshan,Syndra,Lucian,Senna,Zyra,Swain,1381.0,1.0,-2.0,23 / 31 / 37,31 / 23 / 48,2,0,red,5.0,1.5,1.25,3.0,3.5,5.0,1.5,3.33,3.33,2.4
/match/lan/1381077970,Renekton,Jax,Lillia,Master Yi,Malphite,Pantheon,Draven,Ziggs,Renata Glasc,Nami,9652.0,3.0,1.0,27 / 12 / 40,12 / 27 / 12,2,0,blue,8.0,0.0,5.0,0.67,2.67,1.0,2.67,3.0,3.0,1.67
/match/lan/1381046785,Kayn,Sylas,Fizz,Pyke,Malphite,Seraphine,Caitlyn,Kindred,Morgana,Jinx,-9448.0,-2.0,-2.0,9 / 39 / 21,39 / 9 / 89,0,2,red,1.4,8.0,1.25,8.0,1.33,8.0,1.25,14.0,1.2,8.0
/match/lan/1381034032,Jayce,Yone,Nidalee,Vi,Galio,Corki,Varus,Aphelios,Rakan,Taric,8124.0,3.0,1.0,38 / 15 / 71,15 / 38 / 19,2,0,blue,3.67,1.4,3.0,1.75,10.0,0.6,7.0,2.0,2.5,0.83
/match/lan/1381026082,Ekko,Sett,Milio,Sylas,Malphite,Viego,Lucian,Pantheon,Riven,Samira,-3511.0,-2.0,0.0,38 / 23 / 75,23 / 41 / 24,1,1,blue,6.0,1.33,2.75,1.6,7.0,1.33,1.8,1.2,0.8,1.25
/match/lan/1381012137,Gnar,Gwen,Vi,Kha'Zix,Fizz,Jhin,Xayah,Lissandra,Blitzcrank,Karma,3348.0,1.0,1.0,43 / 30 / 65,30 / 43 / 45,2,0,blue,1.75,0.33,5.0,3.0,1.2,2.67,3.5,6.0,2.0,2.0
/match/lan/1381008690,Gragas,Volibear,Kindred,Graves,Zed,Lissandra,Jinx,Vayne,Milio,Morgana,-3415.0,2.0,-2.0,25 / 26 / 47,26 / 25 / 44,0,2,blue,8.0,0.5,1.25,6.0,2.5,6.0,1.0,10.0,1.0,11.0
/match/lan/1380970579,Mordekaiser,Riven,Kindred,Nunu & Willump,Sylas,Azir,Samira,Kai'Sa,Nautilus,Maokai,1441.0,0.0,-1.0,26 / 30 / 51,30 / 26 / 57,0,2,red,0.2,12.0,2.33,2.4,6.0,1.33,15.0,1.0,13.0,0.33
/match/lan/1380967550,Olaf,Veigar,Amumu,Lee Sin,Ziggs,Ahri,Jhin,Sivir,Morgana,Senna,6923.0,3.0,0.0,35 / 20 / 23,20 / 35 / 32,2,0,blue,3.0,0.57,10.0,0.6,5.0,2.0,2.0,2.5,2.67,1.0
/match/lan/1380964708,Gwen,K'Sante,Vi,Trundle,Irelia,Viktor,Kai'Sa,Lucian,Sona,Senna,474.0,-1.0,0.0,36 / 26 / 45,26 / 36 / 47,1,1,blue,2.33,1.0,4.33,2.0,3.0,0.4,1.5,1.25,3.0,9.0
/match/lan/1380949210,Singed,Camille,Udyr,Vi,Urgot,Fizz,Pyke,Ezreal,Lux,Sona,-5242.0,-2.0,-1.0,17 / 46 / 29,43 / 17 / 67,1,1,red,0.33,6.0,2.0,4.5,0.67,4.0,1.5,6.0,1.2,6.0
/match/lan/1380915084,Singed,Jax,Shaco,Vi,Fizz,Akali,Kai'Sa,Ashe,Leona,Milio,-664.0,0.0,3.0,35 / 38 / 67,38 / 35 / 52,0,2,red,0.5,2.5,2.33,2.0,1.33,6.0,10.0,0.67,4.0,9.0
/match/lan/1380908287,Karma,Aatrox,Fiddlesticks,Amumu,Ahri,Vladimir,Draven,Lucian,Nami,Seraphine,4600.0,1.0,-2.0,21 / 29 / 36,29 / 22 / 57,1,1,red,1.25,0.75,11.0,2.33,7.0,1.33,0.75,1.5,4.0,6.0
/match/lan/1380896387,Mordekaiser,Sett,Lee Sin,Viego,Viktor,Twitch,Yasuo,Kog'Maw,Rell,Lulu,-7748.0,-2.0,-1.0,25 / 30 / 46,30 / 25 / 46,0,2,red,0.4,2.5,1.0,9.0,1.0,1.67,1.0,7.0,0.25,7.0
/match/lan/1380863912,Volibear,Mordekaiser,Elise,Graves,Ahri,Talon,Kalista,Caitlyn,Nautilus,Xerath,-3241.0,-2.0,0.0,35 / 25 / 44,25 / 35 / 31,0,2,blue,0.0,5.0,1.4,4.5,5.0,1.0,3.0,1.67,3.25,2.2
/match/lan/1380854292,Camille,Riven,Elise,Sylas,Brand,Syndra,Seraphine,Jhin,Qiyana,Sona,-769.0,-1.0,0.0,24 / 37 / 19,37 / 24 / 50,1,1,red,5.0,1.0,1.4,4.0,0.0,10.0,0.0,9.0,1.6,1.8
/match/lan/1380850585,Camille,Singed,Wukong,Jarvan IV,Azir,Pantheon,Jhin,Vayne,Karma,Vel'Koz,-7608.0,-3.0,0.0,28 / 27 / 48,27 / 28 / 41,1,1,blue,0.75,9.0,0.83,6.5,1.5,1.0,1.25,2.75,1.2,12.0
/match/lan/1380808903,Ryze,Teemo,Udyr,Viego,Fizz,Vex,Ezreal,Kog'Maw,Pyke,Lulu,18.0,1.0,-1.0,16 / 26 / 16,25 / 16 / 29,2,0,red,0.0,0.0,3.0,4.0,2.0,3.5,1.0,2.5,1.25,2.5
/match/lan/1380780738,Darius,Jax,Gragas,Warwick,Master Yi,Katarina,Jinx,Samira,Blitzcrank,Pyke,6125.0,5.0,2.0,34 / 28 / 49,28 / 34 / 44,2,0,blue,1.6,1.0,3.5,5.0,3.5,1.67,2.0,4.5,3.0,1.17
/match/lan/1380748885,Nasus,Rengar,Warwick,Amumu,Lux,Aurelion Sol,Xayah,Vayne,Rakan,Pyke,6030.0,4.0,1.0,36 / 17 / 43,17 / 36 / 26,2,0,blue,0.5,1.67,2.0,1.6,10.0,0.75,1.25,2.5,5.5,1.17
/match/lan/1380751059,Kennen,Shen,Qiyana,Viego,Akshan,Kassadin,Kalista,Ezreal,Master Yi,Malzahar,5739.0,4.0,2.0,24 / 16 / 31,16 / 24 / 28,1,1,blue,7.0,1.0,7.0,2.5,5.0,0.5,2.0,2.0,2.33,2.33
/match/lan/1380725316,Gwen,K'Sante,Kha'Zix,Evelynn,Master Yi,Akali,Xayah,Vayne,Rakan,Milio,7572.0,1.0,2.0,29 / 14 / 47,14 / 29 / 9,2,0,blue,0.5,6.0,6.0,2.0,4.0,0.67,3.0,1.0,3.5,2.0
/match/lan/1380716027,Malphite,Aatrox,Gragas,Jarvan IV,Kayle,Annie,Miss Fortune,Zeri,Zyra,Karma,-4322.0,-1.0,-1.0,33 / 35 / 57,35 / 33 / 51,1,1,blue,0.67,8.0,2.5,3.25,1.0,2.67,3.0,2.25,2.0,2.4
