top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role,score_blue,score_red,score_blue_role,score_red_role
Sion,Vayne,Kindred,Graves,Vladimir,Zoe,Sivir,Jinx,Milio,Lulu,2082.0,red,0,0.0,0.0,2.1,2.0,-1.0,4.5,3.5,top,Tank,top,Marksman,jungle,Marksman,jungle,Marksman,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,3.0
Sion,Gwen,Viego,Wukong,Vladimir,Gragas,Kog'Maw,Miss Fortune,Yuumi,Pyke,-4954.0,red,-2,0.0,1.0,-0.67,-4.67,0.0,-2.67,-0.5,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,top,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,3.0,5.0,3.0
Yone,Aatrox,Jax,Jarvan IV,Viktor,Akshan,Jinx,Kog'Maw,Thresh,Nami,863.0,blue,-2,-1.0,1.0,-1.27,0.5,2.0,-4.0,-0.33000000000000007,top,Assassin,top,Fighter,top,Fighter,jungle,Tank,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,4.0
Jayce,Warwick,Nidalee,Evelynn,Sion,Katarina,Varus,Ashe,Soraka,Thresh,-1794.0,red,2,0.0,-1.0,-5.5,-6.0,-8.33,-1.0,-4.33,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Tank,mid,Assassin,mid,Marksman,adc,Marksman,support,Support,support,Support,3.0,5.0,5.0,4.0
Ornn,Gangplank,Viego,Lee Sin,Viktor,Akali,Kog'Maw,Jinx,Lux,Nautilus,2190.0,blue,0,1.0,0.0,1.0,-1.0,0.0,-1.75,-2.5,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,mid,Mage,mid,Tank,4.0,3.0,4.0,4.0
Thresh,Viego,LeBlanc,Yuumi,Kayn,Kai'Sa,Ashe,Darius,Aatrox,Lux,-2919.0,red,0,-2.0,0.0,-8.5,-5.0,-1.33,-2.5,4.75,support,Support,jungle,Assassin,mid,Assassin,support,Support,top,Fighter,adc,Marksman,adc,Marksman,top,Fighter,top,Fighter,mid,Mage,1.0,0.0,4.0,5.0
Darius,Mordekaiser,Kha'Zix,Nocturne,Anivia,Miss Fortune,Xayah,Caitlyn,Soraka,Pantheon,-473.0,red,0,0.0,0.0,-0.92,2.17,2.5,3.0,5.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,adc,Marksman,adc,Marksman,adc,Marksman,support,Support,top,Fighter,5.0,3.0,5.0,3.0
Gangplank,Aatrox,Wukong,Fiddlesticks,Syndra,Zed,Seraphine,Jinx,Senna,Milio,-1964.0,red,0,2.0,1.0,-5.83,2.0,3.0,0.0,-0.5,top,Fighter,top,Fighter,top,Fighter,jungle,Mage,mid,Mage,top,Assassin,adc,Mage,adc,Marksman,support,Marksman,support,Support,4.0,4.0,3.0,5.0
Sion,Irelia,Viego,Warwick,Akshan,Jayce,Jhin,Zeri,Shaco,Zilean,-283.0,red,-2,0.0,0.0,-4.6,-8.33,0.25,0.0,-2.0,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,top,Marksman,top,Fighter,adc,Marksman,adc,Marksman,jungle,Assassin,mid,Support,3.0,2.0,3.0,3.0
Viego,Shen,K'Sante,Jarvan IV,Yasuo,Yone,Jhin,Ezreal,Lux,Yuumi,-5439.0,red,-2,0.0,1.0,-3.0,-1.67,-8.86,0.0,0.6699999999999999,jungle,Assassin,top,Tank,top,Tank,jungle,Tank,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support,1.0,4.0,5.0,4.0
Volibear,Pantheon,Viego,Kha'Zix,Irelia,Kassadin,Miss Fortune,Xayah,Milio,Soraka,3407.0,red,-2,-2.0,-2.0,-0.16999999999999993,-1.67,0.8300000000000001,0.6699999999999999,0.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Sett,Gangplank,Wukong,Graves,Ryze,Galio,Zeri,Jinx,Karma,Lulu,8232.0,blue,0,-1.0,-1.0,1.3399999999999999,8.33,1.67,9.75,8.33,top,Fighter,top,Fighter,top,Fighter,jungle,Marksman,mid,Mage,mid,Tank,adc,Marksman,adc,Marksman,support,Mage,support,Support,4.0,5.0,3.0,4.0
Riven,Olaf,Nidalee,Rek'Sai,Kennen,Vex,Caitlyn,Jinx,Morgana,Blitzcrank,-9645.0,red,1,0.0,3.0,-3.33,-3.25,-2.5,-4.0,-2.67,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Tank,4.0,5.0,4.0,4.0
Shen,Sett,Jarvan IV,Wukong,Viktor,Ziggs,Draven,Vayne,Thresh,Blitzcrank,5813.0,blue,1,0.0,0.0,8.8,3.5,3.0,3.5,1.67,top,Tank,top,Fighter,jungle,Tank,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,top,Marksman,support,Support,support,Tank,5.0,3.0,4.0,4.0
Gangplank,Ornn,Maokai,Hecarim,Katarina,Akali,Jhin,Jinx,Yuumi,Lulu,2216.0,blue,2,-1.0,0.0,3.0,0.32999999999999996,-2.0,4.0,5.5,top,Fighter,top,Tank,top,Tank,jungle,Fighter,mid,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,5.0
Sett,Jinx,Hecarim,Rammus,Miss Fortune,Thresh,Seraphine,Zed,Lux,Malphite,110.0,red,-2,1.0,0.0,-2.0,-0.5,-0.3999999999999999,-2.6,2.0,top,Fighter,adc,Marksman,jungle,Fighter,jungle,Tank,adc,Marksman,support,Support,adc,Mage,top,Assassin,mid,Mage,top,Tank,3.0,1.0,3.0,4.0
Karma,Sett,Kha'Zix,Hecarim,Yorick,LeBlanc,Kog'Maw,Zeri,Lulu,Yuumi,4201.0,blue,0,-2.0,-1.0,-2.0,7.0,3.0,1.5,5.5,support,Mage,top,Fighter,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,5.0,5.0,4.0
Renekton,Yone,Sylas,Jarvan IV,Fizz,Akali,Kai'Sa,Jinx,Thresh,Morgana,5779.0,red,-2,0.0,-2.0,4.67,4.4,-1.0,0.0,3.0,top,Fighter,top,Assassin,top,Mage,jungle,Tank,mid,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage,4.0,4.0,5.0,4.0
Gwen,Akali,Kha'Zix,Master Yi,Zoe,Shen,Twitch,Nilah,Lulu,Lux,-2063.0,red,0,-1.0,0.0,-3.0,-0.5,0.5,-1.67,-6.67,top,Fighter,top,Assassin,jungle,Assassin,jungle,Assassin,mid,Mage,top,Tank,adc,Marksman,adc,Fighter,support,Support,mid,Mage,5.0,3.0,5.0,4.0
Jax,Aatrox,Viego,Nidalee,Irelia,Viktor,Syndra,Jhin,Thresh,Yuumi,-2785.0,red,2,1.0,0.0,1.17,-6.0,-2.17,-4.0,-4.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,support,Support,support,Support,3.0,5.0,4.0,5.0
Janna,Mordekaiser,Aphelios,Ahri,Syndra,Lee Sin,Master Yi,Miss Fortune,K'Sante,Seraphine,471.0,blue,0,2.0,1.0,1.0,0.0,-1.5,5.33,-4.6,support,Support,top,Fighter,adc,Marksman,mid,Mage,mid,Mage,jungle,Fighter,jungle,Assassin,adc,Marksman,top,Tank,adc,Mage,1.0,2.0,5.0,3.0
Singed,Shen,Graves,Udyr,Ahri,Lissandra,Jhin,Kog'Maw,Miss Fortune,Yuumi,2697.0,red,0,-2.0,-1.0,-6.75,5.0,0.0,8.4,1.3399999999999999,top,Tank,top,Tank,jungle,Marksman,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,adc,Marksman,support,Support,4.0,4.0,3.0,5.0
Kayle,Fiora,Viego,Rek'Sai,Malzahar,Vex,Kog'Maw,Jinx,Milio,Janna,407.0,blue,2,1.0,0.0,0.83,-6.5,-3.0,-4.5,-3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,5.0,4.0
Malphite,Singed,Jarvan IV,Kha'Zix,Viktor,Veigar,Caitlyn,Jinx,Lux,Pantheon,-425.0,blue,-1,1.0,0.0,-2.0,0.8300000000000001,-1.5,-1.0,-4.0,top,Tank,top,Tank,jungle,Tank,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,top,Fighter,4.0,4.0,3.0,5.0
Yasuo,Jarvan IV,Gragas,Fiora,Darius,Viktor,Caitlyn,Varus,Lux,Zoe,-7675.0,red,-2,1.0,0.0,-0.83,-2.0,-4.0,-6.8,-3.0,top,Fighter,jungle,Tank,top,Fighter,top,Fighter,top,Fighter,mid,Mage,adc,Marksman,mid,Marksman,mid,Mage,mid,Mage,2.0,1.0,3.0,4.0
Jayce,Darius,Jarvan IV,Lee Sin,Katarina,Veigar,Kai'Sa,Jinx,Senna,Lulu,4302.0,blue,2,1.0,-1.0,-0.83,0.0,2.0,5.67,6.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support,5.0,5.0,4.0,4.0
Cho'Gath,Malzahar,Kayn,Sylas,Yasuo,Aatrox,Jinx,Varus,Yuumi,Lulu,-8536.0,red,2,2.0,0.0,-2.67,-11.0,-6.5,-0.75,0.0,top,Tank,mid,Mage,top,Fighter,top,Mage,top,Fighter,top,Fighter,adc,Marksman,mid,Marksman,support,Support,support,Support,3.0,1.0,4.0,4.0
Sett,Jax,Kindred,Shaco,Ziggs,Yone,Miss Fortune,Samira,Lux,Sylas,10055.0,blue,-1,-1.0,-2.0,1.9,7.5,1.67,2.67,13.4,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,mid,Mage,top,Mage,4.0,3.0,3.0,4.0
K'Sante,Sion,Hecarim,Viego,Cassiopeia,Vladimir,Jinx,Ezreal,Thresh,Renata Glasc,5159.0,blue,2,-2.0,-1.0,1.5,2.0,2.0,3.5,5.5,top,Tank,top,Tank,jungle,Fighter,jungle,Assassin,top,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,5.0,5.0
Sejuani,Mordekaiser,Nidalee,Lillia,Aurelion Sol,Kennen,Lucian,Draven,Morgana,Braum,3234.0,blue,2,-1.0,-1.0,-0.32999999999999996,4.0,1.0,5.0,6.0,jungle,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support,4.0,4.0,4.0,4.0
Jax,Ezreal,Wukong,Gragas,Ahri,Yasuo,Kog'Maw,Irelia,Thresh,Zilean,-2044.0,blue,0,2.0,-1.0,-0.5,-2.0,0.6699999999999999,-3.0,-2.67,top,Fighter,adc,Marksman,top,Fighter,top,Fighter,mid,Mage,top,Fighter,adc,Marksman,top,Fighter,support,Support,mid,Support,4.0,0.0,4.0,3.0
Jayce,Irelia,Sejuani,Kha'Zix,Lux,Malzahar,Varus,Aphelios,Zilean,Teemo,-4805.0,red,-1,2.0,1.0,-4.75,1.0,0.6699999999999999,-2.5,-1.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Assassin,mid,Mage,mid,Mage,mid,Marksman,adc,Marksman,mid,Support,top,Marksman,3.0,4.0,5.0,4.0
Riven,Ornn,Wukong,Kha'Zix,Syndra,Veigar,Ezreal,Caitlyn,Renata Glasc,Pyke,-4955.0,blue,0,0.0,1.0,0.16999999999999993,-2.0,-2.0,-6.6,-11.67,top,Fighter,top,Tank,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,5.0
Riven,Vladimir,Xin Zhao,Viego,Azir,Taliyah,Ezreal,Jhin,Soraka,Lux,-1614.0,red,0,-2.0,-1.0,-6.0,0.6699999999999999,2.0,-0.5,2.75,top,Fighter,top,Mage,jungle,Fighter,jungle,Assassin,mid,Mage,jungle,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Mage,5.0,3.0,4.0,3.0
Shen,Akshan,Graves,Kha'Zix,Vladimir,Akali,Jinx,Karthus,Lux,Soraka,-2216.0,red,-2,2.0,0.0,1.0,-1.5,2.0,4.67,1.75,top,Tank,top,Marksman,jungle,Marksman,jungle,Assassin,top,Mage,top,Assassin,adc,Marksman,jungle,Mage,mid,Mage,support,Support,3.0,3.0,3.0,4.0
Malphite,Irelia,Nidalee,Wukong,Pantheon,Orianna,Lucian,Kalista,Nami,Leona,-1110.0,blue,-2,2.0,0.0,0.5,-4.5,-2.0,-1.08,-3.33,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank,4.0,4.0,5.0,4.0
Shen,Jayce,Kha'Zix,Nidalee,Katarina,Ahri,Ezreal,Cho'Gath,Sona,Senna,887.0,red,2,0.0,0.0,3.33,0.0,-1.0,-0.5800000000000001,0.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,top,Tank,support,Support,support,Marksman,5.0,4.0,4.0,5.0
Kayn,Riven,Diana,Gragas,Gangplank,Lux,Kog'Maw,Sivir,Lulu,Senna,-3722.0,blue,-2,2.0,0.0,1.33,-7.0,-3.0,-3.4,-2.75,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Marksman,4.0,4.0,3.0,3.0
Darius,Gnar,Kayn,Jarvan IV,Vex,Vladimir,Ezreal,Kai'Sa,Soraka,Yuumi,1119.0,blue,2,0.0,0.0,1.5,1.0,-1.0,2.0,2.0,top,Fighter,top,Fighter,top,Fighter,jungle,Tank,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Tahm Kench,Jayce,Viego,Sylas,Karma,Seraphine,Jinx,Senna,Alistar,Thresh,1079.0,blue,2,-2.0,0.0,3.75,-2.0,0.0,0.0,-0.6699999999999999,top,Support,top,Fighter,jungle,Assassin,top,Mage,support,Mage,adc,Mage,adc,Marksman,support,Marksman,support,Tank,support,Support,4.0,2.0,5.0,4.0
Cho'Gath,Camille,Rengar,Sylas,Zac,Sejuani,Kai'Sa,Jinx,Yuumi,Milio,10569.0,blue,2,-2.0,-3.0,1.0,5.33,3.67,5.33,5.0,top,Tank,top,Fighter,top,Assassin,top,Mage,top,Tank,jungle,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,3.0,4.0,5.0
Pantheon,Ornn,Milio,Rengar,Ryze,Aurelion Sol,Kog'Maw,Jinx,Fiddlesticks,Jhin,1688.0,blue,0,-1.0,0.0,-2.33,-1.0,4.33,-1.0,-3.0,top,Fighter,top,Tank,support,Support,top,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,jungle,Mage,adc,Marksman,3.0,3.0,4.0,4.0
Yone,Riven,Diana,Hecarim,Pantheon,Ahri,Twitch,Kog'Maw,Lulu,Yuumi,6765.0,blue,0,-2.0,0.0,0.9199999999999999,5.8,1.0,8.83,10.5,top,Assassin,top,Fighter,jungle,Fighter,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Yone,Sion,Viego,Warwick,Cassiopeia,Syndra,Jhin,Xayah,Pyke,Rakan,-5957.0,red,2,0.0,1.0,-0.32999999999999996,-4.0,-1.5,-7.5,-7.0,top,Assassin,top,Tank,jungle,Assassin,top,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Mordekaiser,Viego,Xin Zhao,Elise,Qiyana,LeBlanc,Jinx,Jhin,Karma,Sona,-2453.0,red,2,0.0,1.0,-2.67,2.67,-0.5,-3.5,-2.67,top,Fighter,jungle,Assassin,jungle,Fighter,jungle,Mage,mid,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Support,5.0,4.0,4.0,4.0
Illaoi,Camille,Hecarim,Kha'Zix,Gragas,Sylas,Kai'Sa,Jinx,Lulu,Morgana,-1322.0,blue,-2,0.0,1.0,-4.0,1.0,-0.5,7.75,7.5,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,4.0,4.0,3.0,4.0
Jax,Wukong,Udyr,Kha'Zix,Ahri,Viktor,Twitch,Jinx,Senna,Lux,597.0,red,0,0.0,0.0,-0.19999999999999996,-1.5,1.0,2.0,-1.5,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,mid,Mage,4.0,4.0,3.0,4.0
Volibear,Sett,Warwick,Nidalee,Katarina,Kennen,Lucian,Jhin,Thresh,Yuumi,2923.0,blue,0,-1.0,-1.0,-0.32999999999999996,-0.8300000000000001,-1.21,2.84,7.0,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Kha'Zix,Fiora,Riven,Poppy,Syndra,Viktor,Xayah,Ezreal,Rakan,Seraphine,456.0,red,2,-2.0,0.0,-0.6699999999999999,-0.9,5.75,1.17,0.25,jungle,Assassin,top,Fighter,top,Fighter,top,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,adc,Mage,3.0,3.0,5.0,4.0
Irelia,Darius,Viego,Vi,Veigar,Ahri,Vayne,Lucian,Milio,Pyke,2548.0,blue,0,0.0,-1.0,0.0,2.0,-1.0,-1.73,-5.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,top,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,5.0,4.0
Riven,Vayne,Kayn,Ahri,Cassiopeia,Udyr,Kai'Sa,Ashe,Sett,Yuumi,-2729.0,blue,-2,2.0,0.0,0.0,-0.8300000000000001,0.5,-1.25,-1.2,top,Fighter,top,Marksman,top,Fighter,mid,Mage,top,Mage,top,Fighter,adc,Marksman,adc,Marksman,top,Fighter,support,Support,2.0,3.0,3.0,4.0
Camille,Cassiopeia,Zac,Shaco,Vladimir,Lissandra,Lucian,Ezreal,Thresh,Zyra,2302.0,blue,0,0.0,0.0,-1.0,-4.0,-3.0,0.8300000000000001,4.0,top,Fighter,top,Mage,top,Tank,jungle,Assassin,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,3.0,5.0,5.0,3.0
Renekton,Sett,Lee Sin,Sylas,Ahri,Lucian,Jhin,Vayne,Thresh,Morgana,3864.0,red,2,0.0,0.0,2.33,-1.5,1.4,4.33,0.5,top,Fighter,top,Fighter,jungle,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,top,Marksman,support,Support,support,Mage,5.0,2.0,4.0,3.0
Mordekaiser,Shen,Hecarim,Maokai,Taliyah,Zed,Caitlyn,Tristana,Thresh,Rakan,2949.0,red,2,-1.0,0.0,-1.0,0.16999999999999993,1.0,3.5,-0.75,top,Fighter,top,Tank,jungle,Fighter,top,Tank,jungle,Mage,top,Assassin,adc,Marksman,mid,Marksman,support,Support,support,Support,4.0,2.0,4.0,4.0
Yorick,Renekton,Nocturne,Ashe,Lux,Vladimir,Kai'Sa,Lee Sin,Pyke,Yuumi,9703.0,blue,1,0.0,-1.0,4.0,7.4,4.67,0.0,-2.0,top,Fighter,top,Fighter,jungle,Assassin,adc,Marksman,mid,Mage,top,Mage,adc,Marksman,jungle,Fighter,support,Support,support,Support,5.0,2.0,5.0,4.0
Mordekaiser,Renekton,Jarvan IV,Gragas,Akali,Tristana,Xayah,Samira,Lux,Rakan,-9460.0,red,-1,0.0,2.0,3.75,-2.0,-2.33,-6.33,-3.93,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,top,Assassin,mid,Marksman,adc,Marksman,adc,Marksman,mid,Mage,support,Support,3.0,4.0,5.0,3.0
Morgana,Jax,Lee Sin,Graves,Gangplank,Katarina,Ezreal,Kai'Sa,Neeko,Nautilus,9968.0,blue,2,0.0,-2.0,0.0,9.0,1.67,3.9,1.5,support,Mage,top,Fighter,jungle,Fighter,jungle,Marksman,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,jungle,Mage,mid,Tank,2.0,4.0,3.0,4.0
Sett,Ornn,Jarvan IV,Graves,Viktor,Neeko,Jhin,Kog'Maw,Lux,Lulu,-5282.0,red,0,1.0,1.0,-4.75,-1.5,-5.0,2.5,2.0,top,Fighter,top,Tank,jungle,Tank,jungle,Marksman,mid,Mage,jungle,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support,4.0,4.0,4.0,4.0
Darius,Sion,Volibear,Ekko,Karthus,Poppy,Jinx,Caitlyn,Lulu,Karma,-8391.0,red,-2,-1.0,2.0,2.67,-5.5,-0.6600000000000001,-5.0,-2.5,top,Fighter,top,Tank,top,Fighter,jungle,Assassin,jungle,Mage,top,Tank,adc,Marksman,adc,Marksman,support,Support,support,Mage,3.0,4.0,4.0,4.0
Shen,Fiora,Kha'Zix,Nunu & Willump,Annie,Irelia,Ezreal,Jhin,Senna,Ashe,4361.0,blue,2,0.0,0.0,-0.5,2.5,2.0,0.5,1.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Marksman,adc,Marksman,5.0,3.0,4.0,3.0
Ornn,Sett,Viego,Warwick,Viktor,Talon,Draven,Ezreal,Janna,Sona,-918.0,red,-2,2.0,1.0,-0.83,2.0,-4.5,-1.33,1.53,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,3.0,5.0,4.0
Riven,Yorick,Shaco,Viego,Orianna,Gragas,Samira,Vayne,Thresh,Senna,1732.0,red,0,1.0,0.0,0.5,-4.0,2.0,1.5,2.2,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,top,Marksman,support,Support,support,Marksman,5.0,3.0,5.0,3.0
Mordekaiser,Yuumi,Gragas,Nunu & Willump,Yone,Zed,Jinx,Zeri,Lulu,Aatrox,-1605.0,red,2,0.0,-1.0,5.8,-2.0,-2.0,-3.5,-8.25,top,Fighter,support,Support,top,Fighter,jungle,Tank,top,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,top,Fighter,3.0,2.0,4.0,5.0
Shen,Jax,Nunu & Willump,Kha'Zix,LeBlanc,Ahri,Samira,Nilah,Renata Glasc,Janna,-2485.0,red,0,2.0,0.0,0.9199999999999999,4.0,5.0,-5.67,-6.0,top,Tank,top,Fighter,jungle,Tank,jungle,Assassin,mid,Assassin,mid,Mage,adc,Marksman,adc,Fighter,support,Support,support,Support,5.0,5.0,4.0,4.0
Yorick,Kayle,Wukong,Jarvan IV,Twisted Fate,Vex,Varus,Jhin,Karma,Pyke,439.0,blue,2,1.0,0.0,2.1,1.0,-4.8,0.5,-1.0,top,Fighter,top,Fighter,top,Fighter,jungle,Tank,mid,Mage,mid,Mage,mid,Marksman,adc,Marksman,support,Mage,support,Support,3.0,5.0,3.0,5.0
Akshan,Pantheon,Malphite,Fiddlesticks,Yasuo,Fizz,Kog'Maw,Ezreal,Lux,Nautilus,-1020.0,red,1,-1.0,0.0,-0.83,3.0,2.0,-0.6699999999999999,-0.33999999999999986,top,Marksman,top,Fighter,top,Tank,jungle,Mage,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,mid,Mage,mid,Tank,2.0,4.0,4.0,5.0
Mordekaiser,Volibear,Kayn,Cho'Gath,Pantheon,Syndra,Twitch,Ashe,Alistar,Milio,-593.0,red,0,0.0,0.0,0.0,0.0,-0.5,-1.67,-3.0,top,Fighter,top,Fighter,top,Fighter,top,Tank,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,3.0,4.0,3.0,5.0
Sion,Zoe,Sejuani,Jarvan IV,Vel'Koz,Illaoi,Kog'Maw,Caitlyn,Lulu,Lux,-5448.0,red,-2,2.0,1.0,-1.5,-3.0,-3.33,-4.0,-6.0,top,Tank,mid,Mage,jungle,Tank,jungle,Tank,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Mage,5.0,2.0,4.0,4.0
Ezreal,Gragas,Talon,Kha'Zix,LeBlanc,Fizz,Aatrox,Varus,Thresh,Soraka,5818.0,blue,2,-1.0,-1.0,-2.0,6.0,2.0,1.0,1.5,adc,Marksman,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Assassin,mid,Assassin,top,Fighter,mid,Marksman,support,Support,support,Support,3.0,4.0,4.0,4.0
Shen,Jax,Master Yi,Vi,Akali,Ahri,Jhin,Jinx,Karma,Lux,2138.0,blue,2,-2.0,-1.0,5.0,1.0,4.0,2.0,4.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,mid,Mage,4.0,4.0,4.0,3.0
Jayce,Shen,Hecarim,Kha'Zix,Katarina,Neeko,Jhin,Jinx,Senna,Thresh,-5060.0,red,0,2.0,1.0,-6.0,-7.67,0.0,-3.0,-6.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Assassin,jungle,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support,5.0,4.0,3.0,5.0
Akshan,Malphite,Hecarim,Sylas,Zoe,Ahri,Xayah,Jinx,Milio,Jarvan IV,3985.0,blue,2,1.0,0.0,-1.0,8.4,7.0,1.08,0.33000000000000007,top,Marksman,top,Tank,jungle,Fighter,top,Mage,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,jungle,Tank,5.0,3.0,4.0,3.0
Darius,Aatrox,Kha'Zix,Lee Sin,Akshan,Ahri,Xayah,Jinx,Rakan,Karma,-2817.0,red,0,-1.0,1.0,-2.0,-1.0,-1.0,-1.33,0.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Marksman,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage,4.0,5.0,4.0,3.0
Aatrox,Irelia,Gragas,Kha'Zix,Ahri,LeBlanc,Kai'Sa,Lucian,Seraphine,Yuumi,-3005.0,blue,0,0.0,1.0,-1.75,5.33,-4.0,3.5,3.0,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,adc,Mage,support,Support,3.0,5.0,3.0,4.0
